transaction_id,customer_id,branch_id,transaction_date,transaction_type,channel,amount,status,is_fraud_flag,currency
ACB-TXN00069224,ACB-C008181,ACB-BR028,2024-09-09,Withdrawal,ATM,185.7,Completed,0,USD
ACB-TXN00069225,ACB-C013594,ACB-BR073,2025-11-19,POS Purchase,,126.86,Completed,0,USD
ACB-TXN00069226,ACB-C010273,ACB-BR054,2025-05-09,Withdrawal,Mobile App,353.93,Completed,0,USD
ACB-TXN00069227,ACB-C005647,ACB-BR011,2025-07-29,POS Purchase,Branch,18.78,Completed,0,USD
ACB-TXN00069228,ACB-C003842,ACB-BR007,2025-12-20,Bill Payment,Online Banking,158.95,Completed,0,USD
ACB-TXN00069229,ACB-C013075,ACB-BR069,2023-10-24,Transfer,Online Banking,879.29,Completed,0,USD
ACB-TXN00069230,ACB-C014468,ACB-BR011,2025-12-08,POS Purchase,Mobile App,91.84,Completed,0,USD
ACB-TXN00069231,ACB-C014318,ACB-BR025,2025-10-25,POS Purchase,Online Banking,55.41,Completed,0,USD
ACB-TXN00069232,ACB-C012287,ACB-BR076,2024-11-17,Transfer,Mobile App,424.12,Completed,0,USD
ACB-TXN00069233,ACB-C013377,ACB-BR015,2024-03-03,Bill Payment,ATM,101.67,Pending,0,USD
ACB-TXN00069234,ACB-C002424,ACB-BR038,2025-09-18,Deposit,Mobile App,545.46,Completed,0,USD
ACB-TXN00069235,ACB-C012826,ACB-BR034,2026-02-09,Withdrawal,Branch,121.03,Reversed,0,USD
ACB-TXN00069236,ACB-C013779,ACB-BR037,2024-05-22,Deposit,Branch,9261.45,Completed,0,USD
ACB-TXN00069237,ACB-C000897,ACB-BR072,2025-12-18,Transfer,Mobile App,242.24,Completed,0,USD
ACB-TXN00069238,ACB-C011582,ACB-BR016,2023-08-06,ATM Withdrawal,Mobile App,40.0,Completed,0,USD
ACB-TXN00069239,ACB-C005736,ACB-BR073,2024-09-02,Transfer,Mobile App,1050.25,Completed,0,USD
ACB-TXN00069240,ACB-C004769,ACB-BR069,2025-03-31,Direct Deposit,Online Banking,2008.27,Completed,0,USD
ACB-TXN00069241,ACB-C014728,ACB-BR065,2023-12-27,Bill Payment,Online Banking,409.76,Completed,0,USD
ACB-TXN00069242,ACB-C009631,ACB-BR026,2024-05-04,Deposit,Online Banking,3858.03,Completed,0,USD
ACB-TXN00069243,ACB-C002839,ACB-BR062,2024-08-27,Bill Payment,Telephone,263.0,Completed,0,USD
ACB-TXN00069244,ACB-C007201,ACB-BR002,2023-01-20,POS Purchase,Branch,15.3,Completed,0,USD
ACB-TXN00069245,ACB-C014170,ACB-BR047,2023-11-20,Deposit,Mobile App,1565.26,Completed,0,USD
ACB-TXN00069246,ACB-C013434,ACB-BR064,2023-06-04,POS Purchase,Branch,80.9,Completed,0,USD
ACB-TXN00069247,ACB-C002481,ACB-BR063,2025-02-16,ATM Withdrawal,Online Banking,300.0,Completed,0,USD
ACB-TXN00069248,ACB-C005393,ACB-BR025,2024-06-09,Withdrawal,Online Banking,87.75,Completed,0,USD
ACB-TXN00069249,ACB-C010628,ACB-BR019,2025-05-05,Wire Transfer,ATM,311.69,Completed,0,USD
ACB-TXN00069250,ACB-C013140,ACB-BR021,2025-05-19,Wire Transfer,ATM,2093.51,Completed,0,USD
ACB-TXN00069251,ACB-C007108,ACB-BR007,2025-07-12,Wire Transfer,Mobile App,1844.61,Completed,0,USD
ACB-TXN00069252,ACB-C004290,ACB-BR019,2023-07-27,POS Purchase,Mobile App,28.37,Completed,0,USD
ACB-TXN00069253,ACB-C009786,ACB-BR001,2024-05-26,Transfer,Online Banking,240.63,Completed,0,USD
ACB-TXN00069254,ACB-C005153,ACB-BR074,2024-07-19,Deposit,Mobile App,190.85,Completed,0,USD
ACB-TXN00069255,ACB-C012638,ACB-BR047,2023-11-03,Withdrawal,Branch,161.33,Completed,0,USD
ACB-TXN00069256,ACB-C000885,ACB-BR019,2025-12-25,Withdrawal,Mobile App,151.56,Completed,0,USD
ACB-TXN00069257,ACB-C006405,ACB-BR037,2025-05-02,Deposit,Online Banking,576.96,Completed,0,USD
ACB-TXN00069258,ACB-C011382,ACB-BR045,2023-09-16,Direct Deposit,ATM,1585.6,Completed,0,USD
ACB-TXN00069259,ACB-C002656,ACB-BR032,2024-09-10,Wire Transfer,Branch,5990.36,Completed,0,USD
ACB-TXN00069260,ACB-C013020,ACB-BR070,2025-12-26,Bill Payment,Online Banking,222.84,Completed,0,USD
ACB-TXN00069261,ACB-C013863,ACB-BR002,2023-09-28,Deposit,Mobile App,476.81,Pending,0,USD
ACB-TXN00069262,ACB-C004788,ACB-BR001,2024-01-06,Bill Payment,Online Banking,546.74,Completed,0,USD
ACB-TXN00069263,ACB-C001803,ACB-BR015,2024-01-12,Deposit,Online Banking,1526.64,Completed,0,USD
ACB-TXN00069264,ACB-C013504,ACB-BR079,2026-03-09,ATM Withdrawal,Online Banking,80.0,Completed,0,USD
ACB-TXN00069265,ACB-C005455,ACB-BR036,2024-06-09,POS Purchase,Mobile App,110.88,Completed,0,USD
ACB-TXN00069266,ACB-C011748,ACB-BR049,2024-04-08,POS Purchase,Mobile App,66.25,Completed,0,USD
ACB-TXN00069267,ACB-C000364,ACB-BR073,2023-09-28,Withdrawal,Mobile App,43.73,Completed,0,USD
ACB-TXN00069268,ACB-C009778,ACB-BR076,2023-11-29,POS Purchase,Online Banking,318.35,Completed,0,USD
ACB-TXN00069269,ACB-C012109,ACB-BR055,2025-08-03,POS Purchase,Online Banking,49.9,Completed,0,USD
ACB-TXN00069270,ACB-C002232,ACB-BR079,2023-08-11,Wire Transfer,ATM,2804.66,Completed,0,USD
ACB-TXN00069271,ACB-C004142,ACB-BR078,2023-06-08,Bill Payment,Mobile App,318.2,Completed,0,USD
ACB-TXN00069272,ACB-C012321,ACB-BR062,2024-10-14,Bill Payment,ATM,264.89,Completed,0,USD
ACB-TXN00069273,ACB-C001284,ACB-BR008,2023-09-21,Deposit,ATM,283.36,Completed,0,USD
ACB-TXN00069274,ACB-C007999,ACB-BR055,2024-02-29,Transfer,Mobile App,139.89,Completed,0,USD
ACB-TXN00069275,ACB-C005031,ACB-BR040,2024-12-11,Wire Transfer,Mobile App,775.01,Pending,0,USD
ACB-TXN00069276,ACB-C003175,ACB-BR030,2025-10-01,Deposit,Branch,1166.6,Completed,0,USD
ACB-TXN00069277,ACB-C005945,ACB-BR004,2025-11-28,Transfer,Branch,4707.49,Completed,0,USD
ACB-TXN00069278,ACB-C011726,ACB-BR045,2023-05-25,ATM Withdrawal,Telephone,100.0,Completed,0,USD
ACB-TXN00069279,ACB-C013847,ACB-BR025,2024-08-06,POS Purchase,Online Banking,11.02,Completed,0,USD
ACB-TXN00069280,ACB-C002654,ACB-BR039,2026-02-05,Deposit,ATM,175.19,Completed,0,USD
ACB-TXN00069281,ACB-C007210,ACB-BR075,2023-08-20,POS Purchase,ATM,80.73,Completed,0,USD
ACB-TXN00069282,ACB-C000843,ACB-BR033,2026-01-28,Wire Transfer,Online Banking,1661.05,Completed,0,USD
ACB-TXN00069283,ACB-C006762,ACB-BR076,2023-05-06,Deposit,Mobile App,461.11,Completed,0,USD
ACB-TXN00069284,ACB-C003549,ACB-BR023,2024-01-04,Wire Transfer,Online Banking,2422.68,Pending,0,USD
ACB-TXN00069285,ACB-C007290,ACB-BR035,2023-03-17,Direct Deposit,Mobile App,2548.32,Completed,0,USD
ACB-TXN00069286,ACB-C014831,ACB-BR006,2025-01-23,Deposit,Branch,157.68,Completed,0,USD
ACB-TXN00069287,ACB-C007932,ACB-BR034,2024-07-30,Bill Payment,Mobile App,202.66,Completed,0,USD
ACB-TXN00069288,ACB-C011466,ACB-BR059,2023-01-26,Bill Payment,Online Banking,276.09,Completed,0,USD
ACB-TXN00069289,ACB-C006969,ACB-BR026,2024-11-18,Withdrawal,Mobile App,122.06,Completed,0,USD
ACB-TXN00069290,ACB-C011402,ACB-BR032,2025-11-21,Transfer,Online Banking,4620.11,Completed,0,USD
ACB-TXN00069291,ACB-C011968,ACB-BR029,2023-09-24,Deposit,Mobile App,549.59,Completed,0,USD
ACB-TXN00069292,ACB-C005925,ACB-BR051,2025-10-10,Deposit,Online Banking,294.31,Completed,0,USD
ACB-TXN00069293,ACB-C004011,ACB-BR014,2023-05-17,ATM Withdrawal,,500.0,Completed,0,USD
ACB-TXN00069294,ACB-C008472,ACB-BR058,2024-07-28,POS Purchase,ATM,27.16,Completed,0,USD
ACB-TXN00069295,ACB-C000901,ACB-BR001,2023-01-28,Deposit,Branch,693.8,Completed,0,USD
ACB-TXN00069296,ACB-C014606,ACB-BR007,2024-06-18,ATM Withdrawal,Online Banking,80.0,Completed,0,USD
ACB-TXN00069297,ACB-C006640,ACB-BR067,2023-08-21,POS Purchase,Online Banking,130.84,Completed,0,USD
ACB-TXN00069298,ACB-C002743,ACB-BR069,2026-02-09,Transfer,Branch,20717.48,Completed,0,USD
ACB-TXN00069299,ACB-C001500,ACB-BR075,2025-04-27,Deposit,Mobile App,225.51,Completed,0,USD
ACB-TXN00069300,ACB-C005039,ACB-BR065,2023-04-29,Deposit,Branch,301.5,Completed,0,USD
ACB-TXN00069301,ACB-C001952,ACB-BR055,2024-12-14,POS Purchase,Online Banking,56.01,Pending,0,USD
ACB-TXN00069302,ACB-C004404,ACB-BR075,2025-04-07,Bill Payment,Branch,189.15,Completed,0,USD
ACB-TXN00069303,ACB-C013654,ACB-BR062,2024-05-04,POS Purchase,Mobile App,233.08,Completed,0,USD
ACB-TXN00069304,ACB-C005096,ACB-BR078,2025-10-24,Deposit,Branch,403.03,Completed,0,USD
ACB-TXN00069305,ACB-C014997,ACB-BR072,2023-02-03,Direct Deposit,ATM,1939.39,Completed,0,USD
ACB-TXN00069306,ACB-C004180,ACB-BR032,2024-08-30,Deposit,Telephone,262.85,Completed,0,USD
ACB-TXN00069307,ACB-C005161,ACB-BR039,2023-03-05,Withdrawal,Mobile App,90.94,Completed,0,USD
ACB-TXN00069308,ACB-C010753,ACB-BR035,2023-02-06,Withdrawal,Mobile App,316.57,Completed,0,USD
ACB-TXN00069309,ACB-C005225,ACB-BR037,2024-09-17,Withdrawal,Mobile App,103.4,Completed,0,USD
ACB-TXN00069310,ACB-C009102,ACB-BR014,2025-01-14,Withdrawal,Mobile App,153.08,Reversed,0,USD
ACB-TXN00069311,ACB-C010769,ACB-BR013,2025-01-17,POS Purchase,Mobile App,64.37,Completed,0,USD
ACB-TXN00069312,ACB-C007835,ACB-BR048,2024-01-07,Withdrawal,Mobile App,197.75,Completed,0,USD
ACB-TXN00069313,ACB-C003857,ACB-BR026,2025-02-05,Bill Payment,Online Banking,506.3,Completed,0,USD
ACB-TXN00069314,ACB-C007660,ACB-BR074,2023-11-02,Withdrawal,Mobile App,38.2,Completed,0,USD
ACB-TXN00069315,ACB-C005986,ACB-BR064,2025-04-18,Transfer,Mobile App,2893.8,Completed,0,USD
ACB-TXN00069316,ACB-C002502,ACB-BR072,2024-10-03,POS Purchase,Branch,93.34,Completed,0,USD
ACB-TXN00069317,ACB-C001911,ACB-BR027,2024-07-23,Deposit,ATM,1144.64,Completed,0,USD
ACB-TXN00069318,ACB-C000044,ACB-BR023,2025-03-10,ATM Withdrawal,Mobile App,300.0,Pending,0,USD
ACB-TXN00069319,ACB-C006572,ACB-BR060,2023-04-25,Deposit,ATM,2574.53,Completed,0,USD
ACB-TXN00069320,ACB-C000634,ACB-BR064,2025-04-06,ATM Withdrawal,Mobile App,500.0,Completed,0,USD
ACB-TXN00069321,ACB-C003629,ACB-BR014,2025-09-29,Bill Payment,Mobile App,532.14,Completed,0,USD
ACB-TXN00069322,ACB-C006930,ACB-BR022,2024-01-01,Bill Payment,Branch,318.23,Completed,0,USD
ACB-TXN00069323,ACB-C005515,ACB-BR041,2025-04-16,POS Purchase,Branch,66.41,Completed,0,USD
ACB-TXN00069324,ACB-C012665,ACB-BR072,2025-10-27,ATM Withdrawal,Branch,60.0,Completed,0,USD
ACB-TXN00069325,ACB-C009429,ACB-BR030,2026-01-26,ATM Withdrawal,ATM,80.0,Completed,0,USD
ACB-TXN00069326,ACB-C013828,ACB-BR079,2025-11-06,Wire Transfer,ATM,712.04,Completed,0,USD
ACB-TXN00069327,ACB-C012340,ACB-BR021,2024-04-19,POS Purchase,Online Banking,158.66,Completed,0,USD
ACB-TXN00069328,ACB-C014726,ACB-BR056,2024-05-24,Deposit,Online Banking,2650.25,Completed,0,USD
ACB-TXN00069329,ACB-C012113,ACB-BR048,2024-08-28,POS Purchase,ATM,16.56,Completed,0,USD
ACB-TXN00069330,ACB-C001480,ACB-BR030,2025-02-04,Deposit,ATM,203.69,Completed,0,USD
ACB-TXN00069331,ACB-C000075,ACB-BR048,2025-12-14,Deposit,Mobile App,1716.27,Completed,0,USD
ACB-TXN00069332,ACB-C002525,ACB-BR067,2023-01-19,POS Purchase,Branch,145.93,Reversed,0,USD
ACB-TXN00069333,ACB-C008384,ACB-BR044,2026-03-19,Bill Payment,,278.62,Completed,0,USD
ACB-TXN00069334,ACB-C004295,ACB-BR012,2025-06-05,ATM Withdrawal,Online Banking,300.0,Completed,0,USD
ACB-TXN00069335,ACB-C007791,ACB-BR008,2025-04-21,Deposit,Mobile App,1882.38,Pending,0,USD
ACB-TXN00069336,ACB-C000122,ACB-BR016,2024-05-07,ATM Withdrawal,Branch,80.0,Completed,0,USD
ACB-TXN00069337,ACB-C008233,ACB-BR012,2023-01-01,Bill Payment,ATM,836.99,Completed,0,USD
ACB-TXN00069338,ACB-C001040,ACB-BR080,2026-03-21,Transfer,Mobile App,216.42,Completed,0,USD
ACB-TXN00069339,ACB-C002741,ACB-BR032,2024-10-08,ATM Withdrawal,Branch,300.0,Completed,0,USD
ACB-TXN00069340,ACB-C003480,ACB-BR022,2025-03-31,Deposit,Mobile App,576.21,Completed,0,USD
ACB-TXN00069341,ACB-C005535,ACB-BR078,2025-08-27,Deposit,Branch,279.77,Completed,0,USD
ACB-TXN00069342,ACB-C007370,ACB-BR067,2025-01-11,Deposit,Online Banking,2041.21,Completed,0,USD
ACB-TXN00069343,ACB-C014511,ACB-BR031,2024-10-19,Deposit,Mobile App,295.85,Completed,0,USD
ACB-TXN00069344,ACB-C005381,ACB-BR056,2023-04-17,POS Purchase,Branch,196.44,Completed,0,USD
ACB-TXN00069345,ACB-C003831,ACB-BR040,2024-02-16,POS Purchase,Mobile App,273.52,Pending,0,USD
ACB-TXN00069346,ACB-C012704,ACB-BR063,2025-06-25,Withdrawal,ATM,47.73,Completed,0,USD
ACB-TXN00069347,ACB-C000740,ACB-BR013,2025-04-01,POS Purchase,Mobile App,162.08,Completed,0,USD
ACB-TXN00069348,ACB-C002269,ACB-BR008,2024-09-12,Direct Deposit,Branch,1135.51,Completed,0,USD
ACB-TXN00069349,ACB-C011853,ACB-BR045,2025-09-19,POS Purchase,Online Banking,91.19,Completed,0,USD
ACB-TXN00069350,ACB-C013814,ACB-BR059,2025-11-17,Deposit,Online Banking,625.84,Completed,0,USD
ACB-TXN00069351,ACB-C001358,ACB-BR046,2023-08-22,Withdrawal,Online Banking,306.37,Reversed,0,USD
ACB-TXN00069352,ACB-C008156,ACB-BR061,2024-04-12,Transfer,ATM,581.33,Completed,0,USD
ACB-TXN00069353,ACB-C011707,ACB-BR029,2024-04-21,Deposit,Mobile App,94.3,Completed,0,USD
ACB-TXN00069354,ACB-C013533,ACB-BR056,2023-01-31,Deposit,Mobile App,394.3,Completed,0,USD
ACB-TXN00069355,ACB-C010985,ACB-BR012,2023-01-16,Wire Transfer,ATM,2336.79,Completed,0,USD
ACB-TXN00069356,ACB-C005157,ACB-BR031,2025-09-08,POS Purchase,Online Banking,9.11,Completed,0,USD
ACB-TXN00069357,ACB-C002617,ACB-BR072,2024-09-07,Deposit,ATM,778.82,Completed,0,USD
ACB-TXN00069358,ACB-C009448,ACB-BR025,2025-06-10,POS Purchase,Mobile App,75.38,Failed,0,USD
ACB-TXN00069359,ACB-C013703,ACB-BR067,2023-11-29,Deposit,Branch,201.65,Completed,0,USD
ACB-TXN00069360,ACB-C007677,ACB-BR034,2025-11-25,ATM Withdrawal,Mobile App,80.0,Completed,0,USD
ACB-TXN00069361,ACB-C007978,ACB-BR041,2025-04-04,Withdrawal,Branch,39.69,Completed,0,USD
ACB-TXN00069362,ACB-C007544,ACB-BR045,2026-03-15,Transfer,Telephone,197.92,Completed,0,USD
ACB-TXN00069363,ACB-C003847,ACB-BR078,2023-08-04,Withdrawal,Mobile App,33.59,Completed,0,USD
ACB-TXN00069364,ACB-C003434,ACB-BR051,2023-09-08,POS Purchase,Branch,77.86,Completed,0,USD
ACB-TXN00069365,ACB-C005405,ACB-BR032,2023-04-23,POS Purchase,Mobile App,16.21,Completed,0,USD
ACB-TXN00069366,ACB-C013023,ACB-BR045,2024-11-09,POS Purchase,Mobile App,57.65,Completed,0,USD
ACB-TXN00069367,ACB-C008286,ACB-BR043,2023-01-09,Deposit,Mobile App,351.56,Completed,0,USD
ACB-TXN00069368,ACB-C008399,ACB-BR060,2025-05-02,Transfer,ATM,106.8,Completed,0,USD
ACB-TXN00069369,ACB-C001557,ACB-BR004,2026-01-03,Bill Payment,Branch,382.1,Completed,0,USD
ACB-TXN00069370,ACB-C004959,ACB-BR069,2024-03-15,Withdrawal,Online Banking,336.36,Completed,0,USD
ACB-TXN00069371,ACB-C008033,ACB-BR028,2025-01-19,Deposit,Mobile App,4401.04,Completed,0,USD
ACB-TXN00069372,ACB-C010536,ACB-BR002,2025-10-22,Deposit,Branch,1182.15,Completed,0,USD
ACB-TXN00069373,ACB-C005080,ACB-BR018,2025-09-03,Deposit,Mobile App,755.35,Completed,0,USD
ACB-TXN00069374,ACB-C001781,ACB-BR058,2025-10-09,Transfer,Branch,2134.39,Completed,0,USD
ACB-TXN00069375,ACB-C014841,ACB-BR077,2025-02-26,Bill Payment,Online Banking,445.69,Completed,0,USD
ACB-TXN00069376,ACB-C000864,ACB-BR035,2025-03-21,POS Purchase,ATM,255.74,Completed,0,USD
ACB-TXN00069377,ACB-C001898,ACB-BR027,2024-02-01,Transfer,Telephone,1437.42,Completed,0,USD
ACB-TXN00069378,ACB-C003322,ACB-BR001,2023-08-06,Bill Payment,Mobile App,180.2,Completed,0,USD
ACB-TXN00069379,ACB-C009279,ACB-BR011,2025-06-12,Bill Payment,Online Banking,308.21,Completed,0,USD
ACB-TXN00069380,ACB-C003989,ACB-BR003,2023-06-01,Bill Payment,Branch,375.95,Completed,0,USD
ACB-TXN00069381,ACB-C010910,ACB-BR003,2026-02-04,Withdrawal,ATM,90.8,Completed,0,USD
ACB-TXN00069382,ACB-C000466,ACB-BR052,2025-06-14,ATM Withdrawal,Mobile App,500.0,Completed,0,USD
ACB-TXN00069383,ACB-C000495,ACB-BR013,2024-05-30,POS Purchase,ATM,379.48,Completed,0,USD
ACB-TXN00069384,ACB-C005165,ACB-BR050,2023-04-15,Deposit,Mobile App,428.34,Completed,0,USD
ACB-TXN00069385,ACB-C007062,ACB-BR068,2025-02-01,Bill Payment,Mobile App,181.77,Completed,0,USD
ACB-TXN00069386,ACB-C011994,ACB-BR074,2024-05-24,Transfer,Online Banking,19543.21,Completed,0,USD
ACB-TXN00069387,ACB-C013100,ACB-BR008,2025-09-29,ATM Withdrawal,Telephone,300.0,Completed,0,USD
ACB-TXN00069388,ACB-C007968,ACB-BR034,2025-05-13,ATM Withdrawal,Branch,100.0,Completed,0,USD
ACB-TXN00069389,ACB-C006530,ACB-BR035,2025-06-24,Withdrawal,Online Banking,146.51,Completed,0,USD
ACB-TXN00069390,ACB-C000047,ACB-BR008,2023-03-10,Transfer,ATM,14486.26,Completed,0,USD
ACB-TXN00069391,ACB-C006969,ACB-BR029,2024-06-05,Bill Payment,Online Banking,264.69,Completed,0,USD
ACB-TXN00069392,ACB-C010789,ACB-BR061,2023-06-19,Direct Deposit,Online Banking,2731.68,Completed,0,USD
ACB-TXN00069393,ACB-C010155,ACB-BR022,2024-10-17,Bill Payment,Branch,219.32,Completed,0,USD
ACB-TXN00069394,ACB-C009495,ACB-BR008,2023-08-23,POS Purchase,Online Banking,96.36,Completed,0,USD
ACB-TXN00069395,ACB-C000179,ACB-BR063,2023-01-21,Transfer,Branch,2094.77,Completed,0,USD
ACB-TXN00069396,ACB-C013366,ACB-BR060,2025-03-27,Transfer,Mobile App,1414.77,Pending,0,USD
ACB-TXN00069397,ACB-C008968,ACB-BR016,2023-07-02,POS Purchase,Mobile App,35.4,Pending,0,USD
ACB-TXN00069398,ACB-C007750,ACB-BR066,2023-12-29,POS Purchase,Mobile App,31.36,Completed,0,USD
ACB-TXN00069399,ACB-C013491,ACB-BR021,2024-11-17,Deposit,Mobile App,316.34,Completed,0,USD
ACB-TXN00069400,ACB-C005035,ACB-BR062,2023-10-21,POS Purchase,Mobile App,50.49,Pending,0,USD
ACB-TXN00069401,ACB-C013168,ACB-BR079,2023-05-07,POS Purchase,Branch,47.18,Completed,0,USD
ACB-TXN00069402,ACB-C000032,ACB-BR047,2025-04-07,POS Purchase,Branch,116.18,Completed,0,USD
ACB-TXN00069403,ACB-C011199,ACB-BR056,2023-05-07,Deposit,Branch,829.97,Completed,0,USD
ACB-TXN00069404,ACB-C010756,ACB-BR054,2024-10-02,Transfer,,2947.23,Completed,0,USD
ACB-TXN00069405,ACB-C003704,ACB-BR016,2025-07-08,Deposit,Telephone,653.67,Completed,0,USD
ACB-TXN00069406,ACB-C004527,ACB-BR018,2024-04-02,Bill Payment,Branch,141.51,Completed,0,USD
ACB-TXN00069407,ACB-C009663,ACB-BR020,2024-07-08,ATM Withdrawal,Mobile App,300.0,Completed,0,USD
ACB-TXN00069408,ACB-C011882,ACB-BR014,2023-09-13,Withdrawal,Mobile App,115.96,Completed,0,USD
ACB-TXN00069409,ACB-C006909,ACB-BR013,2023-12-29,Transfer,Mobile App,174.25,Completed,0,USD
ACB-TXN00069410,ACB-C007094,ACB-BR018,2023-05-11,ATM Withdrawal,Online Banking,100.0,Completed,0,USD
ACB-TXN00069411,ACB-C014796,ACB-BR002,2024-08-23,Deposit,Branch,606.26,Completed,0,USD
ACB-TXN00069412,ACB-C005196,ACB-BR047,2025-10-26,Deposit,Online Banking,5643.77,Completed,0,USD
ACB-TXN00069413,ACB-C008624,ACB-BR049,2026-01-12,POS Purchase,Mobile App,116.1,Reversed,0,USD
ACB-TXN00069414,ACB-C010265,ACB-BR050,2024-10-14,POS Purchase,Telephone,22.8,Completed,0,USD
ACB-TXN00069415,ACB-C014299,ACB-BR027,2023-06-29,POS Purchase,Mobile App,107.21,Completed,0,USD
ACB-TXN00069416,ACB-C007392,ACB-BR073,2024-07-07,Bill Payment,Telephone,130.81,Completed,0,USD
ACB-TXN00069417,ACB-C004105,ACB-BR056,2024-11-26,POS Purchase,Telephone,181.88,Completed,0,USD
ACB-TXN00069418,ACB-C003418,ACB-BR066,2025-09-27,POS Purchase,ATM,75.75,Completed,0,USD
ACB-TXN00069419,ACB-C013657,ACB-BR080,2026-03-11,Bill Payment,ATM,336.11,Completed,0,USD
ACB-TXN00069420,ACB-C010168,ACB-BR011,2024-10-27,Withdrawal,ATM,33.84,Completed,0,USD
ACB-TXN00069421,ACB-C012567,ACB-BR040,2025-04-03,Deposit,Mobile App,334.76,Completed,0,USD
ACB-TXN00069422,ACB-C012597,ACB-BR061,2023-04-03,POS Purchase,Branch,90.68,Completed,0,USD
ACB-TXN00069423,ACB-C007026,ACB-BR079,2024-12-07,Deposit,Telephone,1528.17,Completed,0,USD
ACB-TXN00069424,ACB-C004566,ACB-BR037,2025-05-11,Withdrawal,Online Banking,25.1,Completed,0,USD
ACB-TXN00069425,ACB-C010911,ACB-BR049,2023-03-08,POS Purchase,ATM,45.45,Completed,0,USD
ACB-TXN00069426,ACB-C005674,ACB-BR040,2025-09-09,ATM Withdrawal,Online Banking,40.0,Completed,0,USD
ACB-TXN00069427,ACB-C011139,ACB-BR035,2024-05-09,Withdrawal,Mobile App,196.09,Completed,0,USD
ACB-TXN00069428,ACB-C011552,ACB-BR017,2025-08-13,Withdrawal,Mobile App,322.72,Completed,0,USD
ACB-TXN00069429,ACB-C004654,ACB-BR049,2025-06-18,POS Purchase,Online Banking,158.02,Completed,0,USD
ACB-TXN00069430,ACB-C012638,ACB-BR076,2023-06-21,POS Purchase,Online Banking,97.73,Completed,0,USD
ACB-TXN00069431,ACB-C014604,ACB-BR040,2023-09-03,Deposit,Telephone,584.48,Completed,0,USD
ACB-TXN00069432,ACB-C011121,ACB-BR041,2025-11-03,POS Purchase,Mobile App,38.47,Pending,0,USD
ACB-TXN00069433,ACB-C013947,ACB-BR066,2026-01-09,Transfer,Branch,220.43,Completed,0,USD
ACB-TXN00069434,ACB-C014011,ACB-BR042,2024-01-05,Transfer,Branch,3486.69,Completed,0,USD
ACB-TXN00069435,ACB-C006033,ACB-BR058,2024-05-31,Withdrawal,Branch,303.29,Completed,0,USD
ACB-TXN00069436,ACB-C009942,ACB-BR023,2023-11-29,Withdrawal,Online Banking,81.31,Completed,0,USD
ACB-TXN00069437,ACB-C007361,ACB-BR080,2023-02-27,Bill Payment,Mobile App,308.64,Completed,0,USD
ACB-TXN00069438,ACB-C002779,ACB-BR040,2024-10-14,POS Purchase,Online Banking,58.25,Completed,0,USD
ACB-TXN00069439,ACB-C000682,ACB-BR021,2023-09-08,POS Purchase,Mobile App,101.74,Completed,0,USD
ACB-TXN00069440,ACB-C007186,ACB-BR054,2024-01-05,ATM Withdrawal,Mobile App,80.0,Completed,0,USD
ACB-TXN00069441,ACB-C002985,ACB-BR028,2025-02-05,Deposit,Branch,1432.47,Completed,0,USD
ACB-TXN00069442,ACB-C000357,ACB-BR060,2024-04-27,ATM Withdrawal,ATM,500.0,Completed,0,USD
ACB-TXN00069443,ACB-C005991,ACB-BR058,2023-11-29,Withdrawal,Mobile App,33.06,Completed,0,USD
ACB-TXN00069444,ACB-C010871,ACB-BR046,2023-10-09,POS Purchase,Online Banking,60.95,Pending,0,USD
ACB-TXN00069445,ACB-C008153,ACB-BR043,2023-01-18,Deposit,Branch,6405.95,Completed,0,USD
ACB-TXN00069446,ACB-C006189,ACB-BR010,2025-03-31,POS Purchase,Branch,87.48,Completed,0,USD
ACB-TXN00069447,ACB-C013410,ACB-BR074,2023-08-20,Wire Transfer,Mobile App,14096.71,Completed,0,USD
ACB-TXN00069448,ACB-C005664,ACB-BR042,2026-03-28,POS Purchase,Mobile App,39.37,Completed,0,USD
ACB-TXN00069449,ACB-C007560,ACB-BR022,2024-05-31,Transfer,Online Banking,967.64,Completed,0,USD
ACB-TXN00069450,ACB-C006580,ACB-BR052,2023-08-06,ATM Withdrawal,Branch,100.0,Completed,0,USD
ACB-TXN00069451,ACB-C014583,ACB-BR040,2025-07-04,Transfer,Branch,5708.38,Completed,0,USD
ACB-TXN00069452,ACB-C006378,ACB-BR047,2024-04-20,Wire Transfer,Mobile App,27882.88,Completed,0,USD
ACB-TXN00069453,ACB-C000415,ACB-BR026,2025-09-02,Withdrawal,Mobile App,299.49,Completed,0,USD
ACB-TXN00069454,ACB-C009288,ACB-BR016,2023-08-02,Transfer,Mobile App,18910.24,Completed,0,USD
ACB-TXN00069455,ACB-C014689,ACB-BR055,2024-08-09,Deposit,Mobile App,122.21,Completed,0,USD
ACB-TXN00069456,ACB-C005118,ACB-BR041,2024-06-07,Direct Deposit,Branch,2228.29,Completed,0,USD
ACB-TXN00069457,ACB-C006975,ACB-BR033,2024-01-14,ATM Withdrawal,Mobile App,40.0,Completed,0,USD
ACB-TXN00069458,ACB-C006464,ACB-BR043,2023-08-21,Direct Deposit,Branch,3529.09,Completed,0,USD
ACB-TXN00069459,ACB-C014138,ACB-BR037,2024-08-14,Direct Deposit,Online Banking,2347.1,Completed,0,USD
