loan_id,customer_id,loan_type,origination_date,loan_amount,outstanding_balance,interest_rate,term_months,loan_status,days_past_due,is_npl,branch_originated
ACB-LN0004122,ACB-C010344,Personal Loan,2024-06-09,4590.51,580.46,0.1539,48.0,Current,0,0,ACB-BR050
ACB-LN0004123,ACB-C011181,Home Equity Loan,2020-05-10,64135.1,56669.28,0.1133,60.0,30-59 DPD,40,0,ACB-BR003
ACB-LN0004124,ACB-C005726,Personal Loan,2025-03-10,34787.05,25491.23,0.24,36.0,90+ DPD,121,1,ACB-BR018
ACB-LN0004125,ACB-C013420,Auto Loan,2020-06-28,43266.21,4549.35,0.0956,84.0,Current,0,0,ACB-BR080
ACB-LN0004126,ACB-C003349,Personal Loan,2022-12-20,10654.18,1664.08,0.1889,48.0,Paid Off,0,0,ACB-BR028
ACB-LN0004127,ACB-C008930,Home Equity Loan,2019-01-16,34908.47,14391.88,0.0865,12.0,Current,0,0,ACB-BR048
ACB-LN0004128,ACB-C008521,Student Loan,2021-01-01,79865.64,70089.7,0.0705,60.0,Current,0,0,ACB-BR001
ACB-LN0004129,ACB-C007185,Auto Loan,2025-01-20,17745.82,15955.98,0.0972,180.0,30-59 DPD,54,0,ACB-BR060
ACB-LN0004130,ACB-C013535,Mortgage,2020-12-22,253929.1,213941.03,0.0433,36.0,Default,249,1,ACB-BR029
ACB-LN0004131,ACB-C003609,Small Business Loan,2023-01-13,98235.5,94594.56,0.1612,180.0,Current,0,0,ACB-BR032
ACB-LN0004132,ACB-C003422,Personal Loan,2023-04-24,9371.51,2908.24,0.1266,24.0,Current,0,0,ACB-BR074
ACB-LN0004133,ACB-C013477,Student Loan,2020-03-05,46063.89,14373.2,0.0768,24.0,Current,0,0,ACB-BR073
ACB-LN0004134,ACB-C009947,Small Business Loan,2023-09-16,150808.04,145775.4,0.1559,48.0,Current,0,0,ACB-BR069
ACB-LN0004135,ACB-C014533,Auto Loan,2025-09-13,37445.19,25567.63,0.16,24.0,Paid Off,0,0,ACB-BR010
ACB-LN0004136,ACB-C003359,Student Loan,2022-02-21,49494.29,22244.56,0.0621,36.0,Current,0,0,ACB-BR028
ACB-LN0004137,ACB-C014269,Mortgage,2019-04-04,636276.78,337905.71,0.0664,60.0,Current,0,0,ACB-BR073
ACB-LN0004138,ACB-C013756,Mortgage,2022-10-20,198778.19,151145.65,0.095,24.0,90+ DPD,163,1,ACB-BR015
ACB-LN0004139,ACB-C011497,Personal Loan,2024-09-09,5651.54,473.28,0.2247,120.0,Current,0,0,ACB-BR015
ACB-LN0004140,ACB-C012256,Auto Loan,2021-11-06,29580.24,12742.37,0.0553,240.0,Current,0,0,ACB-BR007
ACB-LN0004141,ACB-C014058,Student Loan,2020-05-19,43274.63,14337.29,0.0662,84.0,Current,0,0,ACB-BR019
ACB-LN0004142,ACB-C011257,Auto Loan,2024-12-14,20793.5,15807.82,0.16,24.0,Current,0,0,ACB-BR011
ACB-LN0004143,ACB-C005420,Auto Loan,2021-05-10,31489.19,18728.92,0.1046,360.0,Current,0,0,ACB-BR063
ACB-LN0004144,ACB-C006626,Home Equity Loan,2019-09-23,23830.76,16402.88,0.0833,36.0,Current,0,0,ACB-BR065
ACB-LN0004145,ACB-C008960,Personal Loan,2022-01-14,17438.52,15633.83,0.1111,240.0,Current,0,0,ACB-BR080
ACB-LN0004146,ACB-C009788,Small Business Loan,2025-08-21,232394.79,82819.79,0.1957,24.0,30-59 DPD,40,0,ACB-BR029
ACB-LN0004147,ACB-C003500,Mortgage,2020-04-27,495778.59,447587.39,0.0446,60.0,60-89 DPD,61,0,ACB-BR007
ACB-LN0004148,ACB-C008404,Home Equity Loan,2020-09-24,106331.36,45071.61,0.0821,48.0,Current,0,0,ACB-BR004
ACB-LN0004149,ACB-C004549,Mortgage,2022-08-29,552025.81,463662.63,0.0847,180.0,Current,0,0,ACB-BR055
ACB-LN0004150,ACB-C012895,Auto Loan,2023-02-11,35587.14,31150.62,0.1102,36.0,Current,0,0,ACB-BR056
ACB-LN0004151,ACB-C007339,Mortgage,2021-02-14,312058.81,109034.33,0.0596,120.0,Default,349,1,ACB-BR055
ACB-LN0004152,ACB-C012398,Auto Loan,2023-07-13,53498.08,37843.35,0.1019,48.0,Current,0,0,ACB-BR027
ACB-LN0004153,ACB-C002115,Mortgage,2020-08-19,274124.05,178470.74,0.0447,48.0,Current,0,0,ACB-BR030
ACB-LN0004154,ACB-C013482,Mortgage,2022-04-04,192308.88,89560.95,0.0507,240.0,Paid Off,0,0,ACB-BR072
ACB-LN0004155,ACB-C002003,Mortgage,2023-02-26,580190.92,328215.67,0.0791,180.0,Current,0,0,ACB-BR018
ACB-LN0004156,ACB-C000206,Personal Loan,2021-04-12,10864.9,2315.87,0.1343,180.0,Current,0,0,ACB-BR073
ACB-LN0004157,ACB-C007642,Auto Loan,2022-05-11,38198.43,33207.62,0.0913,48.0,Current,0,0,ACB-BR032
ACB-LN0004158,ACB-C011789,Auto Loan,2020-01-07,43754.27,22060.0,0.0908,84.0,Paid Off,0,0,ACB-BR046
ACB-LN0004159,ACB-C010409,Personal Loan,2023-03-09,8374.29,1225.26,0.132,120.0,Current,0,0,ACB-BR018
ACB-LN0004160,ACB-C000319,Personal Loan,2020-04-30,4728.72,679.1,0.2038,120.0,Current,0,0,ACB-BR043
ACB-LN0004161,ACB-C000160,Mortgage,2023-04-09,139970.86,54429.45,0.095,84.0,Current,0,0,ACB-BR067
ACB-LN0004162,ACB-C010183,Personal Loan,2023-04-30,9305.74,1957.52,0.161,180.0,Current,0,0,ACB-BR059
ACB-LN0004163,ACB-C005036,Personal Loan,2025-08-18,23734.16,2957.97,0.2071,240.0,Current,0,0,ACB-BR037
ACB-LN0004164,ACB-C006515,Mortgage,2020-09-12,406579.95,267751.82,0.045,180.0,Paid Off,0,0,ACB-BR025
ACB-LN0004165,ACB-C011901,Small Business Loan,2023-04-16,50587.51,5198.03,0.2,12.0,Written Off,0,1,ACB-BR054
ACB-LN0004166,ACB-C013903,Mortgage,2022-02-03,479772.12,31075.83,0.0709,84.0,Paid Off,0,0,ACB-BR006
ACB-LN0004167,ACB-C005523,Auto Loan,2021-04-11,11208.46,10286.14,0.1094,180.0,Current,0,0,ACB-BR060
ACB-LN0004168,ACB-C008386,Home Equity Loan,2024-03-24,68242.38,3937.21,0.1312,120.0,30-59 DPD,57,0,ACB-BR067
ACB-LN0004169,ACB-C003081,Personal Loan,2022-11-08,14791.02,2155.92,0.1925,24.0,60-89 DPD,85,0,ACB-BR025
ACB-LN0004170,ACB-C011531,Home Equity Loan,2022-06-24,19024.55,1132.23,0.1045,180.0,Current,0,0,ACB-BR064
ACB-LN0004171,ACB-C008516,Auto Loan,2023-01-27,52632.22,7563.06,0.16,60.0,Current,0,0,ACB-BR029
ACB-LN0004172,ACB-C006253,Mortgage,2024-05-29,139846.17,42494.91,0.0534,120.0,Current,0,0,ACB-BR031
ACB-LN0004173,ACB-C000862,Small Business Loan,2019-07-14,205009.99,169643.14,,180.0,Current,0,0,ACB-BR046
ACB-LN0004174,ACB-C006595,Mortgage,2021-03-01,297924.13,118825.96,0.0345,360.0,Current,0,0,ACB-BR058
ACB-LN0004175,ACB-C008700,Mortgage,2022-06-29,317111.57,169465.16,0.0599,84.0,Current,0,0,ACB-BR030
ACB-LN0004176,ACB-C010257,Personal Loan,2021-01-22,29194.92,25260.67,0.1551,240.0,30-59 DPD,52,0,ACB-BR040
ACB-LN0004177,ACB-C011802,Personal Loan,2022-03-24,31066.94,13399.11,0.1093,360.0,Current,0,0,ACB-BR047
ACB-LN0004178,ACB-C009846,Personal Loan,2023-01-30,6231.29,4455.41,0.24,36.0,Current,0,0,ACB-BR072
ACB-LN0004179,ACB-C013195,Mortgage,2020-10-05,361424.78,153775.9,0.0633,84.0,Current,0,0,ACB-BR072
ACB-LN0004180,ACB-C010325,Mortgage,2020-04-28,423273.34,70074.24,0.0641,12.0,Current,0,0,ACB-BR049
ACB-LN0004181,ACB-C005590,Auto Loan,2021-08-30,39253.78,11850.09,0.0754,24.0,Default,227,1,ACB-BR032
ACB-LN0004182,ACB-C004154,Mortgage,2019-04-10,577593.18,65179.54,0.071,180.0,Current,0,0,ACB-BR019
ACB-LN0004183,ACB-C003915,Auto Loan,2023-09-23,50268.15,39721.63,0.1216,120.0,Current,0,0,ACB-BR061
ACB-LN0004184,ACB-C014232,Personal Loan,2023-11-02,2707.62,1248.32,0.24,360.0,Current,0,0,ACB-BR033
ACB-LN0004185,ACB-C002988,Mortgage,2023-12-26,389839.02,52422.91,0.0795,84.0,Current,0,0,ACB-BR066
ACB-LN0004186,ACB-C003720,Home Equity Loan,2021-09-21,46983.21,43969.21,0.0938,24.0,Default,215,1,ACB-BR036
ACB-LN0004187,ACB-C000248,Student Loan,2019-06-04,20773.22,7441.44,0.0401,60.0,Current,0,0,ACB-BR017
ACB-LN0004188,ACB-C013868,Mortgage,2019-08-10,572994.88,144086.13,0.0665,240.0,Current,0,0,ACB-BR060
ACB-LN0004189,ACB-C008806,Mortgage,2025-01-02,233936.09,75945.84,0.0475,24.0,Current,0,0,ACB-BR046
ACB-LN0004190,ACB-C001028,Auto Loan,2020-03-23,8250.14,5422.01,0.1173,180.0,Paid Off,0,0,ACB-BR019
ACB-LN0004191,ACB-C012978,Personal Loan,2020-01-29,32442.1,24611.28,0.1251,60.0,Current,0,0,ACB-BR069
ACB-LN0004192,ACB-C003603,Home Equity Loan,2023-09-24,69076.45,59424.55,0.0902,60.0,Current,0,0,ACB-BR042
ACB-LN0004193,ACB-C006666,Student Loan,2019-02-13,68136.87,16129.35,0.082,84.0,Current,0,0,ACB-BR050
ACB-LN0004194,ACB-C002158,Home Equity Loan,2022-05-18,36866.89,27031.72,0.0573,12.0,Current,0,0,ACB-BR029
ACB-LN0004195,ACB-C003987,Home Equity Loan,2023-11-22,41815.68,19469.73,0.1141,60.0,Current,0,0,ACB-BR080
ACB-LN0004196,ACB-C011079,Personal Loan,2024-11-17,23715.37,8066.69,0.1274,36.0,Current,0,0,ACB-BR029
ACB-LN0004197,ACB-C003395,Personal Loan,2024-07-22,32821.78,17217.49,0.1508,360.0,30-59 DPD,34,0,ACB-BR044
ACB-LN0004198,ACB-C000456,Mortgage,2022-09-14,549782.94,499496.54,0.0936,48.0,Current,0,0,ACB-BR042
ACB-LN0004199,ACB-C005011,Personal Loan,2022-05-10,28532.42,8239.08,0.1835,48.0,30-59 DPD,58,0,ACB-BR003
ACB-LN0004200,ACB-C001644,Home Equity Loan,2024-04-01,108785.53,95740.28,0.14,360.0,90+ DPD,151,1,ACB-BR015
ACB-LN0004201,ACB-C011867,Small Business Loan,2023-07-22,76793.35,9104.87,0.1695,12.0,Current,0,0,ACB-BR066
ACB-LN0004202,ACB-C008647,Mortgage,2019-02-13,490138.83,117784.78,0.0488,36.0,60-89 DPD,88,0,ACB-BR050
ACB-LN0004203,ACB-C008095,Mortgage,2019-01-09,295495.63,230027.28,0.0698,24.0,Current,0,0,ACB-BR037
ACB-LN0004204,ACB-C002903,Mortgage,2023-10-10,431525.71,416014.29,0.0491,60.0,Current,0,0,ACB-BR041
ACB-LN0004205,ACB-C007589,Personal Loan,2021-03-24,9402.66,1934.32,,360.0,Current,0,0,ACB-BR027
ACB-LN0004206,ACB-C006443,Student Loan,2020-12-17,20931.84,2771.18,0.0858,120.0,Current,0,0,ACB-BR001
ACB-LN0004207,ACB-C004121,Student Loan,2024-10-18,26824.33,25169.12,0.1078,180.0,Current,0,0,ACB-BR015
ACB-LN0004208,ACB-C013498,Auto Loan,2021-01-02,23578.96,5546.84,0.048,24.0,30-59 DPD,42,0,ACB-BR009
ACB-LN0004209,ACB-C010756,Home Equity Loan,2023-05-03,96845.02,71686.97,0.0898,360.0,Current,0,0,ACB-BR035
ACB-LN0004210,ACB-C002655,Home Equity Loan,2019-05-02,111027.16,49043.67,0.1008,84.0,Current,0,0,ACB-BR040
ACB-LN0004211,ACB-C005533,Home Equity Loan,2023-09-15,33596.73,18370.84,0.1261,12.0,Current,0,0,ACB-BR050
ACB-LN0004212,ACB-C000653,Personal Loan,2019-06-04,31304.5,29957.78,0.1232,84.0,Current,0,0,ACB-BR072
ACB-LN0004213,ACB-C003182,Small Business Loan,2023-07-12,35354.82,4488.88,,240.0,Current,0,0,ACB-BR063
ACB-LN0004214,ACB-C013167,Personal Loan,2025-01-19,22696.35,6195.12,0.24,12.0,Current,0,0,ACB-BR017
ACB-LN0004215,ACB-C001355,Auto Loan,2022-12-29,25714.11,9837.67,0.1101,36.0,Current,0,0,ACB-BR061
ACB-LN0004216,ACB-C001548,Mortgage,2019-04-18,470020.33,305583.73,0.0443,12.0,30-59 DPD,52,0,ACB-BR014
ACB-LN0004217,ACB-C009492,Personal Loan,2025-12-17,10554.6,3885.39,0.2315,,Current,0,0,ACB-BR038
ACB-LN0004218,ACB-C001594,Auto Loan,2022-07-30,49621.01,26677.3,0.0962,24.0,90+ DPD,180,1,ACB-BR042
ACB-LN0004219,ACB-C001569,Small Business Loan,2020-04-09,47905.76,24801.34,0.1751,24.0,Current,0,0,ACB-BR013
ACB-LN0004220,ACB-C001541,Home Equity Loan,2022-01-15,80262.1,21771.7,0.082,360.0,90+ DPD,119,1,ACB-BR013
ACB-LN0004221,ACB-C003873,Auto Loan,2019-05-07,28261.7,21244.05,0.1069,120.0,Current,0,0,ACB-BR008
ACB-LN0004222,ACB-C013367,Mortgage,2024-07-07,266529.85,132688.58,0.0565,180.0,Current,0,0,ACB-BR051
ACB-LN0004223,ACB-C008123,Mortgage,2025-03-11,206120.75,152436.55,0.0641,60.0,Current,0,0,ACB-BR005
ACB-LN0004224,ACB-C010976,Personal Loan,2022-12-01,22099.45,10026.01,0.1759,84.0,Paid Off,0,0,ACB-BR061
ACB-LN0004225,ACB-C007842,Personal Loan,2025-02-13,12181.21,2220.99,0.2041,240.0,90+ DPD,157,1,ACB-BR063
ACB-LN0004226,ACB-C009878,Small Business Loan,2023-08-04,147171.98,126399.51,0.1544,36.0,Written Off,0,1,ACB-BR074
ACB-LN0004227,ACB-C009054,Mortgage,2025-05-06,607154.7,499777.71,0.0409,48.0,Current,0,0,ACB-BR075
ACB-LN0004228,ACB-C007631,Auto Loan,2021-11-04,27354.3,23606.59,0.1301,36.0,Current,0,0,ACB-BR027
ACB-LN0004229,ACB-C003262,Personal Loan,2021-07-22,20641.97,12215.49,0.1331,60.0,Paid Off,0,0,ACB-BR055
ACB-LN0004230,ACB-C012378,Personal Loan,2024-07-01,20888.78,8472.24,0.1228,60.0,Current,0,0,ACB-BR003
ACB-LN0004231,ACB-C002868,Mortgage,2019-03-08,636729.96,400913.94,0.0489,12.0,Current,0,0,ACB-BR075
ACB-LN0004232,ACB-C008152,Personal Loan,2022-04-01,26263.02,17658.37,0.1695,240.0,Current,0,0,ACB-BR003
ACB-LN0004233,ACB-C007147,Personal Loan,2024-12-22,6291.95,890.91,0.1703,84.0,Current,0,0,ACB-BR043
ACB-LN0004234,ACB-C008511,Home Equity Loan,2019-05-04,80217.65,53318.55,0.0665,84.0,Current,0,0,ACB-BR032
ACB-LN0004235,ACB-C006351,Personal Loan,2025-07-02,7687.58,2784.88,0.1993,24.0,30-59 DPD,51,0,ACB-BR066
ACB-LN0004236,ACB-C006747,Mortgage,2022-09-11,175618.13,128298.3,0.0462,240.0,Current,0,0,ACB-BR056
ACB-LN0004237,ACB-C004867,Mortgage,2023-12-08,196497.25,20624.78,0.0816,12.0,Current,0,0,ACB-BR011
ACB-LN0004238,ACB-C014230,Auto Loan,2020-11-20,18782.7,14842.85,0.1259,24.0,Paid Off,0,0,ACB-BR062
ACB-LN0004239,ACB-C009158,Student Loan,2021-06-12,21975.11,6180.37,0.0673,180.0,Current,0,0,ACB-BR060
ACB-LN0004240,ACB-C008242,Personal Loan,2022-05-14,23709.94,12000.66,0.1321,24.0,90+ DPD,149,1,ACB-BR054
ACB-LN0004241,ACB-C001421,Auto Loan,2024-12-28,16172.95,7574.44,0.0622,12.0,Current,0,0,ACB-BR010
ACB-LN0004242,ACB-C010436,Student Loan,2019-09-06,55570.66,32869.3,0.0454,12.0,Current,0,0,ACB-BR054
ACB-LN0004243,ACB-C003417,Personal Loan,2019-04-16,9515.25,1129.38,0.15,84.0,Default,154,1,ACB-BR026
ACB-LN0004244,ACB-C001574,Small Business Loan,2020-05-15,108585.96,51468.62,0.1731,120.0,Current,0,0,ACB-BR073
ACB-LN0004245,ACB-C004994,Auto Loan,2023-09-17,35094.3,17011.29,,180.0,Current,0,0,ACB-BR041
ACB-LN0004246,ACB-C003649,Auto Loan,2022-03-23,52229.5,42894.35,0.0456,360.0,Current,0,0,ACB-BR010
ACB-LN0004247,ACB-C013987,Personal Loan,2024-06-22,8877.31,5673.08,0.2013,180.0,Paid Off,0,0,ACB-BR040
ACB-LN0004248,ACB-C014460,Mortgage,2025-10-25,570485.52,423773.31,0.095,,Written Off,0,1,ACB-BR070
ACB-LN0004249,ACB-C012685,Home Equity Loan,2022-10-07,102864.93,92325.58,0.1236,240.0,Current,0,0,ACB-BR055
ACB-LN0004250,ACB-C008258,Small Business Loan,2020-08-30,69264.07,22689.09,0.0702,60.0,Current,0,0,ACB-BR013
ACB-LN0004251,ACB-C000162,Home Equity Loan,2025-08-06,115066.2,12613.19,0.1341,360.0,Current,0,0,ACB-BR011
ACB-LN0004252,ACB-C002628,Personal Loan,2022-01-02,13385.43,781.32,0.1774,240.0,Current,0,0,ACB-BR042
ACB-LN0004253,ACB-C009603,Auto Loan,2025-11-29,49639.83,30663.45,0.1396,240.0,Paid Off,0,0,ACB-BR020
ACB-LN0004254,ACB-C011444,Auto Loan,2026-01-02,23417.32,18303.66,0.0717,360.0,Current,0,0,ACB-BR041
ACB-LN0004255,ACB-C004662,Mortgage,2019-12-15,225447.69,197303.01,0.0521,48.0,Current,0,0,ACB-BR038
ACB-LN0004256,ACB-C004085,Home Equity Loan,2023-04-23,20459.63,10552.06,0.1026,12.0,Current,0,0,ACB-BR078
ACB-LN0004257,ACB-C003432,Student Loan,2020-10-16,42354.41,3969.25,0.0439,12.0,Current,0,0,ACB-BR006
ACB-LN0004258,ACB-C007124,Auto Loan,2019-11-01,16585.46,6503.72,0.1198,12.0,Current,0,0,ACB-BR078
ACB-LN0004259,ACB-C001574,Home Equity Loan,2023-12-09,67550.03,58497.06,0.1071,48.0,Paid Off,0,0,ACB-BR026
ACB-LN0004260,ACB-C013860,Small Business Loan,2024-05-08,244306.11,164938.3,0.1061,36.0,Current,0,0,ACB-BR059
ACB-LN0004261,ACB-C003633,Home Equity Loan,2021-01-03,18139.36,11362.07,0.1037,12.0,Current,0,0,ACB-BR077
ACB-LN0004262,ACB-C012516,Mortgage,2020-03-28,498535.7,356711.37,0.0672,36.0,Current,0,0,ACB-BR003
ACB-LN0004263,ACB-C001150,Personal Loan,2022-01-12,13720.72,7828.67,0.1174,240.0,60-89 DPD,89,0,ACB-BR066
ACB-LN0004264,ACB-C008344,Mortgage,2025-03-13,253639.01,240856.36,0.095,360.0,Current,0,0,ACB-BR019
ACB-LN0004265,ACB-C005617,Personal Loan,2023-01-02,11991.54,6495.87,0.24,120.0,Current,0,0,ACB-BR051
ACB-LN0004266,ACB-C013249,Personal Loan,2020-06-23,26782.06,23363.47,0.081,120.0,Current,0,0,ACB-BR063
ACB-LN0004267,ACB-C003741,Home Equity Loan,2022-02-01,90305.46,24418.12,0.0892,120.0,60-89 DPD,68,0,ACB-BR052
ACB-LN0004268,ACB-C009037,Home Equity Loan,2025-10-25,97639.89,47651.79,0.1182,24.0,Default,305,1,ACB-BR070
ACB-LN0004269,ACB-C002984,Auto Loan,2022-12-24,13713.07,7122.22,0.0709,48.0,Current,0,0,ACB-BR013
ACB-LN0004270,ACB-C006981,Mortgage,2024-10-03,552428.1,74849.89,0.0447,240.0,Current,0,0,ACB-BR015
ACB-LN0004271,ACB-C006238,Auto Loan,2021-03-26,25579.38,11763.93,0.097,84.0,Current,0,0,ACB-BR010
ACB-LN0004272,ACB-C000987,Home Equity Loan,2019-10-25,67694.4,27490.83,0.0638,24.0,Current,0,0,ACB-BR016
ACB-LN0004273,ACB-C014247,Auto Loan,2021-09-25,20420.82,14909.85,0.0851,12.0,Current,0,0,ACB-BR032
ACB-LN0004274,ACB-C001116,Personal Loan,2019-01-01,31796.1,10475.46,0.1779,,Current,0,0,ACB-BR019
ACB-LN0004275,ACB-C013692,Mortgage,2020-12-05,391748.17,22547.61,0.0697,60.0,Current,0,0,ACB-BR052
ACB-LN0004276,ACB-C001084,Personal Loan,2019-09-17,25962.97,10847.17,0.1293,60.0,Current,0,0,ACB-BR077
ACB-LN0004277,ACB-C002233,Personal Loan,2019-02-14,27256.23,8645.01,0.1409,48.0,Written Off,0,1,ACB-BR005
ACB-LN0004278,ACB-C009179,Personal Loan,2026-02-21,30631.48,30008.39,0.1556,12.0,30-59 DPD,35,0,ACB-BR068
ACB-LN0004279,ACB-C002769,Auto Loan,2021-12-28,20722.91,15675.34,,120.0,Default,352,1,ACB-BR008
ACB-LN0004280,ACB-C010718,Student Loan,2020-12-08,60703.99,19298.45,0.0501,360.0,Current,0,0,ACB-BR061
ACB-LN0004281,ACB-C013026,Auto Loan,2023-04-26,18818.19,4874.37,0.0621,36.0,Paid Off,0,0,ACB-BR049
ACB-LN0004282,ACB-C009755,Auto Loan,2021-03-23,37564.57,36036.45,0.127,60.0,Current,0,0,ACB-BR026
ACB-LN0004283,ACB-C004771,Home Equity Loan,2023-01-22,105011.0,83600.14,0.14,24.0,Current,0,0,ACB-BR004
ACB-LN0004284,ACB-C012755,Auto Loan,2023-01-11,34503.58,11833.96,0.0954,240.0,Written Off,0,1,ACB-BR004
ACB-LN0004285,ACB-C009815,Personal Loan,2020-02-01,20367.49,14140.75,0.1516,84.0,Current,0,0,ACB-BR013
ACB-LN0004286,ACB-C001929,Personal Loan,2019-03-16,28542.36,11867.58,0.2078,84.0,30-59 DPD,46,0,ACB-BR031
ACB-LN0004287,ACB-C010230,Personal Loan,2020-11-22,22745.29,10901.92,0.1772,60.0,Current,0,0,ACB-BR047
ACB-LN0004288,ACB-C003406,Auto Loan,2025-07-08,16962.17,16502.14,,120.0,Current,0,0,ACB-BR060
ACB-LN0004289,ACB-C014359,Auto Loan,2020-10-14,40565.61,24821.28,0.1324,120.0,Current,0,0,ACB-BR014
ACB-LN0004290,ACB-C009308,Mortgage,2021-07-18,502152.52,100761.77,0.0463,12.0,Current,0,0,ACB-BR030
ACB-LN0004291,ACB-C007214,Mortgage,2022-08-27,606904.73,457303.86,0.0791,60.0,Default,326,1,ACB-BR004
ACB-LN0004292,ACB-C009599,Small Business Loan,2023-01-13,64358.24,61992.17,0.2,360.0,Current,0,0,ACB-BR006
ACB-LN0004293,ACB-C008362,Mortgage,2024-08-18,247332.73,178669.63,0.0437,360.0,Current,0,0,ACB-BR067
ACB-LN0004294,ACB-C002035,Personal Loan,2021-03-14,5578.08,1476.08,0.1305,12.0,Current,0,0,ACB-BR007
ACB-LN0004295,ACB-C014954,Mortgage,2021-01-03,615685.63,579742.05,0.0334,360.0,Current,0,0,ACB-BR005
ACB-LN0004296,ACB-C012051,Small Business Loan,2020-08-01,203748.87,195897.95,,360.0,Current,0,0,ACB-BR063
ACB-LN0004297,ACB-C014093,Mortgage,2021-11-15,359605.6,306304.91,0.0363,12.0,Written Off,0,1,ACB-BR060
ACB-LN0004298,ACB-C004612,Auto Loan,2022-07-02,46180.07,16029.58,0.1306,120.0,Current,0,0,ACB-BR031
ACB-LN0004299,ACB-C010120,Mortgage,2025-02-06,448853.53,405019.74,0.0759,240.0,Current,0,0,ACB-BR077
ACB-LN0004300,ACB-C004872,Student Loan,2022-05-29,31125.08,5062.35,0.0431,48.0,Current,0,0,ACB-BR077
ACB-LN0004301,ACB-C007158,Mortgage,2026-02-02,126947.81,16909.09,0.0937,24.0,Current,0,0,ACB-BR075
ACB-LN0004302,ACB-C013374,Mortgage,2020-02-14,519281.14,467106.6,0.0482,120.0,Current,0,0,ACB-BR061
ACB-LN0004303,ACB-C012072,Personal Loan,2025-04-26,26860.62,25095.49,0.24,120.0,Current,0,0,ACB-BR037
ACB-LN0004304,ACB-C014471,Mortgage,2021-04-12,646777.39,407652.35,0.0627,60.0,60-89 DPD,65,0,ACB-BR075
ACB-LN0004305,ACB-C004213,Personal Loan,2025-08-30,32866.67,14400.04,0.1144,240.0,Current,0,0,ACB-BR054
ACB-LN0004306,ACB-C004420,Mortgage,2019-04-24,190269.41,113675.25,0.0336,120.0,Current,0,0,ACB-BR018
ACB-LN0004307,ACB-C009768,Personal Loan,2021-07-18,3536.44,630.68,0.1811,84.0,Current,0,0,ACB-BR010
ACB-LN0004308,ACB-C003704,Mortgage,2020-01-13,458040.42,292598.98,0.0729,60.0,Default,284,1,ACB-BR004
ACB-LN0004309,ACB-C004722,Student Loan,2024-12-13,75673.18,7814.74,0.1046,24.0,Paid Off,0,0,ACB-BR030
ACB-LN0004310,ACB-C006163,Personal Loan,2024-11-14,22150.15,21001.5,0.24,60.0,Default,270,1,ACB-BR065
ACB-LN0004311,ACB-C009459,Mortgage,2021-11-04,608127.45,113370.94,0.0562,180.0,Current,0,0,ACB-BR025
ACB-LN0004312,ACB-C012330,Auto Loan,2019-06-08,52956.46,9453.16,0.0505,12.0,Current,0,0,ACB-BR039
ACB-LN0004313,ACB-C004183,Personal Loan,2023-03-01,5628.09,2750.25,0.1227,48.0,Current,0,0,ACB-BR063
ACB-LN0004314,ACB-C002044,Small Business Loan,2022-08-04,199897.03,190932.8,0.093,36.0,Current,0,0,ACB-BR040
ACB-LN0004315,ACB-C012791,Mortgage,2023-01-28,485945.1,296948.94,0.0939,60.0,Current,0,0,ACB-BR048
ACB-LN0004316,ACB-C014402,Mortgage,2020-07-24,336430.39,163300.56,0.0612,60.0,Current,0,0,ACB-BR039
ACB-LN0004317,ACB-C010775,Home Equity Loan,2025-02-10,55241.97,37376.04,0.14,60.0,Current,0,0,ACB-BR046
ACB-LN0004318,ACB-C004536,Auto Loan,2022-04-15,41671.47,8666.81,0.135,48.0,90+ DPD,135,1,ACB-BR072
ACB-LN0004319,ACB-C011095,Auto Loan,2023-08-13,34817.52,13939.68,0.0687,240.0,Current,0,0,ACB-BR008
ACB-LN0004320,ACB-C011612,Auto Loan,2022-07-23,39828.49,17657.31,,240.0,Current,0,0,ACB-BR037
ACB-LN0004321,ACB-C004191,Mortgage,2019-01-29,187776.88,94520.73,0.0474,360.0,Current,0,0,ACB-BR028
ACB-LN0004322,ACB-C009434,Mortgage,2024-02-10,425673.62,190190.16,0.0651,180.0,Current,0,0,ACB-BR034
ACB-LN0004323,ACB-C012884,Student Loan,2020-05-12,58769.64,39850.54,0.0792,360.0,Paid Off,0,0,ACB-BR066
ACB-LN0004324,ACB-C005794,Small Business Loan,2019-06-09,28387.12,25306.2,0.0937,240.0,Current,0,0,ACB-BR061
ACB-LN0004325,ACB-C009083,Auto Loan,2019-12-02,11215.52,5811.2,0.0619,24.0,Current,0,0,ACB-BR014
ACB-LN0004326,ACB-C004890,Small Business Loan,2025-12-31,149190.11,81255.3,0.1425,180.0,Current,0,0,ACB-BR040
ACB-LN0004327,ACB-C013716,Student Loan,2024-11-24,56393.39,49295.69,0.11,180.0,Current,0,0,ACB-BR004
ACB-LN0004328,ACB-C013282,Personal Loan,2020-08-24,20361.84,13836.49,0.0972,60.0,Current,0,0,ACB-BR076
ACB-LN0004329,ACB-C011740,Personal Loan,2021-07-01,31797.13,3778.04,0.1959,24.0,30-59 DPD,57,0,ACB-BR006
ACB-LN0004330,ACB-C011022,Personal Loan,2020-07-09,13950.61,3249.23,0.1688,180.0,Current,0,0,ACB-BR048
