branch_id,report_month,actual_deposits,deposit_target,deposit_attainment,new_accounts_opened,loan_originations,operating_expenses,num_employees,revenue_per_employee,csat_score,sla_adherence_rate,state,region
ACB-BR040,2025-04,12428965.45,10020178.78,1.2404,20,20,81109.81,17,23395.7,4.3,0.9138,OH,Midwest
ACB-BR040,2025-05,10017301.93,10020178.78,0.9997,7,16,94911.71,17,18856.1,4.2,0.9074,OH,Midwest
ACB-BR040,2025-06,9910787.46,10020178.78,0.9891,19,0,85178.07,17,18655.6,3.7,0.9205,OH,Midwest
ACB-BR040,2025-07,8142184.93,10020178.78,0.8126,12,8,95521.05,17,15326.47,4.2,0.9091,OH,Midwest
ACB-BR040,2025-08,10841521.12,10020178.78,1.082,16,21,101381.5,17,20407.57,4.1,0.8487,OH,Midwest
ACB-BR040,2025-09,9288397.81,10020178.78,0.927,9,25,84771.6,17,17484.04,3.3,0.903,OH,Midwest
ACB-BR040,2025-10,8350740.02,10020178.78,0.8334,10,17,96138.76,17,15719.04,,0.9563,OH,Midwest
ACB-BR040,2025-11,10387073.46,10020178.78,1.0366,9,21,112769.8,17,19552.14,4.6,0.8302,OH,Midwest
ACB-BR040,2025-12,8684771.35,10020178.78,0.8667,7,5,103705.26,17,16347.8,3.5,0.9955,OH,Midwest
ACB-BR040,2026-01,9395182.68,10020178.78,0.9376,18,13,90035.36,17,17685.05,4.0,0.7519,OH,Midwest
ACB-BR040,2026-02,9110059.62,10020178.78,0.9092,6,20,108334.94,17,17148.35,4.6,0.9078,OH,Midwest
ACB-BR040,2026-03,11359974.0,10020178.78,1.1337,1,8,107108.82,17,21383.48,3.7,0.9512,OH,Midwest
ACB-BR041,2024-04,21383256.1,18908482.07,1.1309,35,24,33996.25,8,85533.02,4.4,0.9682,GA,Southeast
ACB-BR041,2024-05,22232827.29,18908482.07,1.1758,27,27,48722.35,8,88931.31,4.1,0.9817,GA,Southeast
ACB-BR041,2024-06,18470886.45,18908482.07,0.9769,32,35,47809.89,8,73883.55,3.9,0.8683,GA,Southeast
ACB-BR041,2024-07,16406381.18,18908482.07,0.8677,34,35,46556.21,8,65625.52,4.3,0.9386,GA,Southeast
ACB-BR041,2024-08,20382624.33,18908482.07,1.078,36,38,44484.17,8,81530.5,3.7,0.8642,GA,Southeast
ACB-BR041,2024-09,19555462.72,18908482.07,1.0342,41,20,45249.67,8,78221.85,3.7,0.9698,GA,Southeast
ACB-BR041,2024-10,15167121.48,18908482.07,0.8021,26,14,45411.72,8,60668.49,4.0,0.756,GA,Southeast
ACB-BR041,2024-11,19275028.36,18908482.07,1.0194,33,43,38946.85,8,77100.11,4.2,0.9094,GA,Southeast
ACB-BR041,2024-12,17130421.88,18908482.07,0.906,29,29,47805.77,8,68521.69,4.3,0.9657,GA,Southeast
ACB-BR041,2025-01,20632462.94,18908482.07,1.0912,28,37,40712.3,8,82529.85,3.5,0.9736,GA,Southeast
ACB-BR041,2025-02,22229979.98,18908482.07,1.1757,32,47,44659.13,8,88919.92,4.4,0.9782,GA,Southeast
ACB-BR041,2025-03,19844041.63,18908482.07,1.0495,28,33,44858.75,8,79376.17,4.1,0.8543,GA,Southeast
ACB-BR041,2025-04,23096391.52,18908482.07,1.2215,31,34,36778.65,8,92385.57,4.3,0.9067,GA,Southeast
ACB-BR041,2025-05,19777320.32,18908482.07,1.0459,33,30,37923.15,8,79109.28,3.7,0.9255,GA,Southeast
ACB-BR041,2025-06,19488631.55,18908482.07,1.0307,20,50,53344.54,8,77954.53,4.2,0.9392,GA,Southeast
ACB-BR041,2025-07,15475656.33,18908482.07,0.8185,29,15,35635.47,8,61902.63,4.1,0.9756,GA,Southeast
ACB-BR041,2025-08,19944796.3,18908482.07,1.0548,29,37,38651.48,8,79779.19,4.4,0.9443,GA,Southeast
ACB-BR041,2025-09,18476898.19,18908482.07,0.9772,28,20,39786.61,8,73907.59,4.0,0.773,GA,Southeast
ACB-BR041,2025-10,18447842.4,18908482.07,0.9756,27,37,43020.67,8,73791.37,4.5,0.8937,GA,Southeast
ACB-BR041,2025-11,21265988.31,18908482.07,1.1247,29,22,38538.41,8,85063.95,3.5,0.8634,GA,Southeast
ACB-BR041,2025-12,19124755.92,18908482.07,1.0114,23,34,39502.53,8,76499.02,4.4,0.96,GA,Southeast
ACB-BR041,2026-01,20652343.72,18908482.07,1.0922,30,26,42194.04,8,82609.37,4.7,0.8285,GA,Southeast
ACB-BR041,2026-02,20545385.29,18908482.07,1.0866,30,46,41908.58,8,82181.54,4.2,0.9218,GA,Southeast
ACB-BR041,2026-03,21975996.9,18908482.07,1.1622,38,30,44417.13,8,87903.99,3.8,0.8633,GA,Southeast
ACB-BR042,2024-04,40913970.35,43094309.79,0.9494,23,32,97792.04,14,93517.65,4.1,0.8094,FL,Southeast
ACB-BR042,2024-05,45391267.15,43094309.79,1.0533,24,35,80973.14,14,103751.47,3.9,0.9251,FL,Southeast
ACB-BR042,2024-06,39139170.43,43094309.79,0.9082,23,36,67289.39,14,89460.96,4.0,0.861,FL,Southeast
ACB-BR042,2024-07,38312837.58,43094309.79,0.889,36,29,84637.54,14,87572.2,4.1,0.8794,FL,Southeast
ACB-BR042,2024-08,34177572.94,43094309.79,0.7931,23,45,70877.89,14,78120.17,4.5,0.8414,FL,Southeast
ACB-BR042,2024-09,35632943.65,43094309.79,0.8269,23,40,91378.84,14,81446.73,3.7,0.89,FL,Southeast
ACB-BR042,2024-10,35267028.44,43094309.79,0.8184,23,33,87263.35,14,80610.35,3.8,0.9549,FL,Southeast
ACB-BR042,2024-11,43400559.34,43094309.79,1.0071,20,34,60082.19,14,99201.28,4.6,0.8346,FL,Southeast
ACB-BR042,2024-12,46556845.82,43094309.79,1.0803,27,40,84481.94,14,106415.65,3.6,0.9717,FL,Southeast
ACB-BR042,2025-01,37585407.54,43094309.79,0.8722,21,45,94210.12,14,85909.5,4.1,0.9415,FL,Southeast
ACB-BR042,2025-02,51234843.94,43094309.79,1.1889,25,28,68758.46,14,117108.21,4.1,0.8458,FL,Southeast
ACB-BR042,2025-03,53276980.89,43094309.79,1.2363,28,30,97155.9,14,121775.96,4.1,0.9628,FL,Southeast
ACB-BR042,2025-04,40766551.93,43094309.79,0.946,17,37,76432.13,14,93180.69,4.3,0.9136,FL,Southeast
ACB-BR042,2025-05,47715913.15,43094309.79,1.1072,29,49,70986.79,14,109064.94,4.3,0.6738,FL,Southeast
ACB-BR042,2025-06,45494722.33,43094309.79,1.0557,25,18,80718.2,14,103987.94,3.7,0.7374,FL,Southeast
ACB-BR042,2025-07,38991479.15,43094309.79,0.9048,20,31,70555.73,14,89123.38,5.0,0.8107,FL,Southeast
ACB-BR042,2025-08,42247144.37,43094309.79,0.9803,25,20,68643.17,14,96564.9,3.6,0.8835,FL,Southeast
ACB-BR042,2025-09,35773212.35,43094309.79,0.8301,25,49,80120.42,14,81767.34,4.2,0.8172,FL,Southeast
ACB-BR042,2025-10,40905795.93,43094309.79,0.9492,38,36,77475.63,14,93498.96,4.0,0.9829,FL,Southeast
ACB-BR042,2025-11,44772255.45,43094309.79,1.0389,29,26,74989.13,14,102336.58,4.3,0.885,FL,Southeast
ACB-BR042,2025-12,36283115.65,43094309.79,0.8419,26,32,84630.16,14,82932.84,4.4,0.9081,FL,Southeast
ACB-BR042,2026-01,49400871.25,43094309.79,1.1463,27,31,88630.37,14,112916.28,4.8,0.8902,FL,Southeast
ACB-BR042,2026-02,45032404.15,43094309.79,1.045,27,40,76586.05,14,102931.21,4.0,0.9515,FL,Southeast
ACB-BR042,2026-03,51593438.11,43094309.79,1.1972,28,45,84006.06,14,117927.86,,0.8303,FL,Southeast
ACB-BR043,2024-04,15117557.99,14889014.05,1.0153,9,21,227482.48,34,14228.29,3.7,0.9127,CA,West
ACB-BR043,2024-05,13057156.12,14889014.05,0.877,9,24,191336.89,34,12289.09,4.7,0.9444,CA,West
ACB-BR043,2024-06,13172257.97,14889014.05,0.8847,8,20,173479.51,34,12397.42,3.8,0.9298,CA,West
ACB-BR043,2024-07,12709924.28,14889014.05,0.8536,15,30,203733.96,34,11962.28,4.1,0.5923,CA,West
ACB-BR043,2024-08,14208395.1,14889014.05,0.9543,10,25,162848.12,34,13372.61,4.1,0.9367,CA,West
ACB-BR043,2024-09,15113577.75,14889014.05,1.0151,17,14,184014.98,34,14224.54,4.3,0.916,CA,West
ACB-BR043,2024-10,14401971.9,14889014.05,0.9673,22,13,194672.04,34,13554.8,3.8,0.8966,CA,West
ACB-BR043,2024-11,15660837.86,14889014.05,1.0518,13,0,153893.72,34,14739.61,4.1,0.9266,CA,West
ACB-BR043,2024-12,16357279.82,14889014.05,1.0986,13,28,158987.42,34,15395.09,4.4,0.8916,CA,West
ACB-BR043,2025-01,16551788.7,14889014.05,1.1117,4,10,200996.88,34,15578.15,3.5,0.9657,CA,West
ACB-BR043,2025-02,14124611.94,14889014.05,0.9487,18,8,232057.33,34,13293.75,4.2,0.9363,CA,West
ACB-BR043,2025-03,13913802.27,14889014.05,0.9345,14,25,187798.29,34,13095.34,4.0,0.8876,CA,West
ACB-BR043,2025-04,17056796.47,14889014.05,1.1456,6,17,214423.84,34,16053.46,3.5,0.9477,CA,West
ACB-BR043,2025-05,14431398.61,14889014.05,0.9693,17,13,176009.26,34,13582.49,4.5,0.8389,CA,West
ACB-BR043,2025-06,14997054.6,14889014.05,1.0073,8,14,198840.11,34,14114.87,4.6,0.9655,CA,West
ACB-BR043,2025-07,15218024.2,14889014.05,1.0221,23,14,196298.87,34,14322.85,3.8,0.8655,CA,West
ACB-BR043,2025-08,14591259.64,14889014.05,0.98,8,25,192181.3,34,13732.95,4.2,0.9457,CA,West
ACB-BR043,2025-09,14076630.47,14889014.05,0.9454,10,8,177342.47,34,13248.59,4.1,0.9678,CA,West
ACB-BR043,2025-10,12361550.16,14889014.05,0.8302,10,5,145115.31,34,11634.4,4.2,0.9758,CA,West
ACB-BR043,2025-11,16788492.99,14889014.05,1.1276,16,20,218938.4,34,15800.93,4.2,0.8055,CA,West
ACB-BR043,2025-12,15998307.61,14889014.05,1.0745,16,12,201122.46,34,15057.23,5.0,0.9166,CA,West
ACB-BR043,2026-01,17673057.78,14889014.05,1.187,9,21,229238.02,34,16633.47,3.5,0.933,CA,West
ACB-BR043,2026-02,18335008.84,14889014.05,1.2314,10,18,180570.3,34,17256.48,3.4,0.8903,CA,West
ACB-BR043,2026-03,18655122.44,14889014.05,1.2529,12,19,213297.17,34,17557.76,3.5,0.9535,CA,West
ACB-BR044,2024-04,5921374.34,5626371.64,1.0524,7,0,129369.34,27,7017.93,3.6,0.9648,NC,Southeast
ACB-BR044,2024-05,6276610.18,5626371.64,1.1156,8,17,124482.06,27,7438.95,4.5,0.8492,NC,Southeast
ACB-BR044,2024-06,5819425.07,5626371.64,1.0343,3,16,130190.31,27,6897.1,3.8,0.9641,NC,Southeast
ACB-BR044,2024-07,6296684.61,5626371.64,1.1191,0,18,164593.74,27,7462.74,4.0,0.9406,NC,Southeast
ACB-BR044,2024-08,5452684.45,5626371.64,0.9691,6,7,151180.39,27,6462.44,3.8,0.852,NC,Southeast
ACB-BR044,2024-09,4467359.58,5626371.64,0.794,10,27,173105.73,27,5294.65,3.8,0.8419,NC,Southeast
ACB-BR044,2024-10,4835245.55,5626371.64,0.8594,7,6,152483.67,27,5730.66,4.2,0.8124,NC,Southeast
ACB-BR044,2024-11,4660416.67,5626371.64,0.8283,11,6,129642.72,27,5523.46,4.1,0.9645,NC,Southeast
ACB-BR044,2024-12,6446437.15,5626371.64,1.1458,8,20,143286.52,27,7640.22,4.1,0.8733,NC,Southeast
ACB-BR044,2025-01,6228952.99,5626371.64,1.1071,11,3,150552.87,27,7382.46,4.6,0.919,NC,Southeast
ACB-BR044,2025-02,5324258.44,5626371.64,0.9463,5,13,149260.01,27,6310.23,3.9,0.8794,NC,Southeast
ACB-BR044,2025-03,6727117.76,5626371.64,1.1956,7,9,151632.28,27,7972.88,4.1,0.7983,NC,Southeast
ACB-BR044,2025-04,6799185.61,5626371.64,1.2084,9,16,160614.91,27,8058.29,4.0,0.9615,NC,Southeast
ACB-BR044,2025-05,5649458.91,5626371.64,1.0041,3,0,143990.6,27,6695.66,4.3,0.9031,NC,Southeast
ACB-BR044,2025-06,6011090.77,5626371.64,1.0684,0,21,137629.22,27,7124.26,3.9,0.9159,NC,Southeast
ACB-BR044,2025-07,5985041.64,5626371.64,1.0637,13,7,126981.53,27,7093.38,3.9,0.9318,NC,Southeast
ACB-BR044,2025-08,5194974.13,5626371.64,0.9233,7,0,156131.64,27,6157.01,4.1,0.9225,NC,Southeast
ACB-BR044,2025-09,5113746.37,5626371.64,0.9089,8,11,136419.69,27,6060.74,4.0,0.9449,NC,Southeast
ACB-BR044,2025-10,6006612.92,5626371.64,1.0676,6,12,122424.72,27,7118.95,4.2,0.9503,NC,Southeast
ACB-BR044,2025-11,5249018.69,5626371.64,0.9329,9,1,185769.7,27,6221.06,,0.923,NC,Southeast
ACB-BR044,2025-12,5062336.92,5626371.64,0.8998,0,4,145521.04,27,5999.81,3.2,0.9735,NC,Southeast
ACB-BR044,2026-01,6304843.98,5626371.64,1.1206,7,7,148869.88,27,7472.41,3.0,0.9125,NC,Southeast
ACB-BR044,2026-02,4949116.64,5626371.64,0.8796,7,10,162791.49,27,5865.62,3.8,0.8264,NC,Southeast
ACB-BR044,2026-03,6163807.78,5626371.64,1.0955,8,10,127359.43,27,7305.25,4.4,0.9226,NC,Southeast
ACB-BR045,2024-04,27316429.62,29417379.16,0.9286,31,46,151729.74,26,33620.22,3.5,0.9642,TX,South
ACB-BR045,2024-05,25413367.29,29417379.16,0.8639,25,22,119897.7,26,31277.99,3.9,0.8474,TX,South
ACB-BR045,2024-06,24472754.65,29417379.16,0.8319,28,42,127189.31,26,30120.31,3.9,0.9646,TX,South
ACB-BR045,2024-07,23828978.16,29417379.16,0.81,36,43,145574.33,26,29327.97,4.5,0.9088,TX,South
ACB-BR045,2024-08,27974413.79,29417379.16,0.9509,23,41,157419.08,26,34430.05,3.7,0.8675,TX,South
ACB-BR045,2024-09,27288485.0,29417379.16,0.9276,25,33,142766.12,26,33585.83,3.8,0.8787,TX,South
ACB-BR045,2024-10,26836424.98,29417379.16,0.9123,27,31,147209.51,26,33029.45,4.0,0.827,TX,South
ACB-BR045,2024-11,31820324.52,29417379.16,1.0817,34,26,136409.31,26,39163.48,4.6,0.9709,TX,South
ACB-BR045,2024-12,30956138.43,29417379.16,1.0523,18,21,155825.54,26,38099.86,3.9,0.9487,TX,South
ACB-BR045,2025-01,34690120.12,29417379.16,1.1792,31,18,153884.18,26,42695.53,4.3,0.8353,TX,South
ACB-BR045,2025-02,35361629.6,29417379.16,1.2021,30,34,162013.44,26,43522.01,4.2,0.5119,TX,South
ACB-BR045,2025-03,27888108.26,29417379.16,0.948,26,50,138997.16,26,34323.83,3.9,0.9169,TX,South
ACB-BR045,2025-04,29742976.43,29417379.16,1.0111,23,39,141316.22,26,36606.74,,0.925,TX,South
ACB-BR045,2025-05,30354833.95,29417379.16,1.0319,30,40,140306.41,26,37359.8,4.2,0.9664,TX,South
ACB-BR045,2025-06,24710632.67,29417379.16,0.84,39,37,159970.09,26,30413.09,4.4,0.9565,TX,South
ACB-BR045,2025-07,28182964.57,29417379.16,0.958,16,27,173704.6,26,34686.73,3.9,0.947,TX,South
ACB-BR045,2025-08,27125636.73,29417379.16,0.9221,19,24,160783.57,26,33385.4,4.1,0.9512,TX,South
ACB-BR045,2025-09,23928898.48,29417379.16,0.8134,26,26,129261.22,26,29450.95,4.2,0.8921,TX,South
ACB-BR045,2025-10,29266649.32,29417379.16,0.9949,36,16,133942.94,26,36020.49,4.0,0.8847,TX,South
ACB-BR045,2025-11,27735862.01,29417379.16,0.9428,19,32,134209.8,26,34136.45,,0.9218,TX,South
ACB-BR045,2025-12,30469507.48,29417379.16,1.0358,30,18,124703.67,26,37500.93,3.7,0.9728,TX,South
ACB-BR045,2026-01,34614710.83,29417379.16,1.1767,30,35,115229.09,26,42602.72,4.2,0.8525,TX,South
ACB-BR045,2026-02,31161158.75,29417379.16,1.0593,18,26,113456.36,26,38352.2,4.1,0.9789,TX,South
ACB-BR045,2026-03,36799494.53,29417379.16,1.2509,18,34,131689.76,26,45291.69,4.5,0.9191,TX,South
ACB-BR046,2024-04,34508143.2,39350183.37,0.8769,24,24,141332.17,26,42471.56,4.6,0.877,TX,South
ACB-BR046,2024-05,45430697.07,39350183.37,1.1545,30,41,142690.18,26,55914.7,5.0,0.8711,TX,South
ACB-BR046,2024-06,46070377.87,39350183.37,1.1708,32,38,150513.9,26,56702.0,4.1,0.93,TX,South
ACB-BR046,2024-07,36883200.84,39350183.37,0.9373,24,38,128101.11,26,45394.71,4.5,0.9786,TX,South
ACB-BR046,2024-08,41770823.13,39350183.37,1.0615,31,33,176145.3,26,51410.24,4.1,0.8715,TX,South
ACB-BR046,2024-09,33345300.32,39350183.37,0.8474,25,23,120492.5,26,41040.37,3.9,0.9119,TX,South
ACB-BR046,2024-10,31799308.58,39350183.37,0.8081,24,28,160205.56,26,39137.61,4.3,0.9528,TX,South
ACB-BR046,2024-11,42223504.5,39350183.37,1.073,29,37,169905.04,26,51967.39,,0.8957,TX,South
ACB-BR046,2024-12,35801483.22,39350183.37,0.9098,18,42,121814.17,26,44063.36,3.5,0.8943,TX,South
ACB-BR046,2025-01,36161084.96,39350183.37,0.919,29,36,141803.18,26,44505.95,4.0,0.8614,TX,South
ACB-BR046,2025-02,45413977.68,39350183.37,1.1541,32,35,156825.64,26,55894.13,4.0,0.7933,TX,South
ACB-BR046,2025-03,46933235.95,39350183.37,1.1927,29,38,120904.47,26,57763.98,4.4,0.9378,TX,South
ACB-BR046,2025-04,49350696.94,39350183.37,1.2541,20,46,130330.73,26,60739.32,3.5,0.9576,TX,South
ACB-BR046,2025-05,40119558.54,39350183.37,1.0196,23,37,139528.74,26,49377.92,,0.9482,TX,South
ACB-BR046,2025-06,41948499.53,39350183.37,1.066,24,27,174802.85,26,51628.92,3.5,0.8147,TX,South
ACB-BR046,2025-07,31691250.33,39350183.37,0.8054,26,27,179669.43,26,39004.62,4.2,0.9419,TX,South
ACB-BR046,2025-08,41373140.37,39350183.37,1.0514,21,48,157262.23,26,50920.79,4.3,0.8503,TX,South
ACB-BR046,2025-09,31711510.3,39350183.37,0.8059,34,44,151834.87,26,39029.55,4.0,0.8898,TX,South
ACB-BR046,2025-10,38816434.42,39350183.37,0.9864,19,33,172332.11,26,47774.07,4.1,0.8193,TX,South
ACB-BR046,2025-11,37511027.41,39350183.37,0.9533,22,37,150329.91,26,46167.42,4.0,0.9516,TX,South
ACB-BR046,2025-12,38834685.17,39350183.37,0.9869,28,42,147048.91,26,47796.54,4.2,0.8851,TX,South
ACB-BR046,2026-01,40295665.91,39350183.37,1.024,26,20,153444.63,26,49594.67,3.7,0.9145,TX,South
ACB-BR046,2026-02,38567384.3,39350183.37,0.9801,24,28,135132.67,26,47467.55,4.4,0.9329,TX,South
ACB-BR046,2026-03,44901456.48,39350183.37,1.1411,25,40,126400.89,26,55263.33,4.0,0.9407,TX,South
ACB-BR047,2024-04,46863428.76,38779433.75,1.2085,36,31,171705.37,32,46863.43,3.4,0.8534,NC,Southeast
ACB-BR047,2024-05,45698742.46,38779433.75,1.1784,21,41,184344.27,32,45698.74,3.9,0.8773,NC,Southeast
ACB-BR047,2024-06,32333538.01,38779433.75,0.8338,23,38,182915.6,32,32333.54,4.0,0.8985,NC,Southeast
ACB-BR047,2024-07,31486397.19,38779433.75,0.8119,29,34,147253.6,32,31486.4,3.4,0.8449,NC,Southeast
ACB-BR047,2024-08,36627114.73,38779433.75,0.9445,26,36,196439.85,32,36627.11,4.5,0.85,NC,Southeast
ACB-BR047,2024-09,30103540.24,38779433.75,0.7763,17,33,191747.3,32,30103.54,3.2,0.9693,NC,Southeast
ACB-BR047,2024-10,36847495.15,38779433.75,0.9502,26,23,162109.17,32,36847.5,4.4,0.8378,NC,Southeast
ACB-BR047,2024-11,35485980.54,38779433.75,0.9151,21,30,156130.44,32,35485.98,3.8,0.9106,NC,Southeast
ACB-BR047,2024-12,38630226.3,38779433.75,0.9962,41,26,186947.04,32,38630.23,4.0,0.956,NC,Southeast
ACB-BR047,2025-01,43379918.18,38779433.75,1.1186,25,30,176854.66,32,43379.92,,0.9252,NC,Southeast
ACB-BR047,2025-02,36912800.28,38779433.75,0.9519,28,27,195111.51,32,36912.8,4.1,0.7497,NC,Southeast
ACB-BR047,2025-03,37020868.9,38779433.75,0.9547,25,32,214357.8,32,37020.87,4.7,0.907,NC,Southeast
ACB-BR047,2025-04,43227720.17,38779433.75,1.1147,33,33,194427.46,32,43227.72,4.3,0.9108,NC,Southeast
ACB-BR047,2025-05,40361766.88,38779433.75,1.0408,18,45,153978.63,32,40361.77,4.6,0.9699,NC,Southeast
ACB-BR047,2025-06,43854738.14,38779433.75,1.1309,24,36,147267.26,32,43854.74,4.1,0.719,NC,Southeast
ACB-BR047,2025-07,34332418.49,38779433.75,0.8853,29,31,193666.74,32,34332.42,4.4,0.8541,NC,Southeast
ACB-BR047,2025-08,30043652.75,38779433.75,0.7747,30,48,200211.31,32,30043.65,3.9,0.9699,NC,Southeast
ACB-BR047,2025-09,39579912.74,38779433.75,1.0206,29,31,209787.73,32,39579.91,4.5,0.9681,NC,Southeast
ACB-BR047,2025-10,33286179.82,38779433.75,0.8583,24,29,198627.48,32,33286.18,3.6,0.9634,NC,Southeast
ACB-BR047,2025-11,42894265.06,38779433.75,1.1061,31,44,196383.79,32,42894.27,3.4,0.8961,NC,Southeast
ACB-BR047,2025-12,41066912.42,38779433.75,1.059,26,42,179686.47,32,41066.91,4.2,0.8233,NC,Southeast
ACB-BR047,2026-01,46458783.95,38779433.75,1.198,28,49,182280.88,32,46458.78,4.1,0.9429,NC,Southeast
ACB-BR047,2026-02,38514658.46,38779433.75,0.9932,30,41,156984.71,32,38514.66,3.3,0.9178,NC,Southeast
ACB-BR047,2026-03,45721705.91,38779433.75,1.179,26,33,201191.2,32,45721.71,4.1,0.8029,NC,Southeast
ACB-BR048,2024-04,85708009.23,86896412.68,0.9863,8,7,178686.68,28,97952.01,4.1,0.8226,TX,South
ACB-BR048,2024-05,90549764.91,86896412.68,1.042,1,13,138291.96,28,103485.45,4.2,0.954,TX,South
ACB-BR048,2024-06,75787810.17,86896412.68,0.8722,0,17,126451.13,28,86614.64,4.5,0.8507,TX,South
ACB-BR048,2024-07,89154016.82,86896412.68,1.026,1,17,181810.13,28,101890.3,4.7,0.9792,TX,South
ACB-BR048,2024-08,86772048.77,86896412.68,0.9986,11,34,167027.53,28,99168.06,3.7,0.821,TX,South
ACB-BR048,2024-09,94154471.93,86896412.68,1.0835,1,23,146693.09,28,107605.11,4.5,0.9623,TX,South
ACB-BR048,2024-10,87995807.39,86896412.68,1.0127,0,14,169285.92,28,100566.64,3.6,0.9712,TX,South
ACB-BR048,2024-11,75538265.22,86896412.68,0.8693,5,12,149169.27,28,86329.45,4.8,0.9185,TX,South
ACB-BR048,2024-12,100187361.95,86896412.68,1.153,5,34,161695.89,28,114499.84,4.1,0.8664,TX,South
ACB-BR048,2025-01,76063074.7,86896412.68,0.8753,0,20,175412.6,28,86929.23,4.0,0.7817,TX,South
ACB-BR048,2025-02,96143127.08,86896412.68,1.1064,7,34,118106.01,28,109877.86,3.5,0.9547,TX,South
ACB-BR048,2025-03,93449186.08,86896412.68,1.0754,7,32,174196.48,28,106799.07,3.7,0.873,TX,South
ACB-BR048,2025-04,92414247.97,86896412.68,1.0635,2,17,156464.51,28,105616.28,4.5,0.9739,TX,South
ACB-BR048,2025-05,103974524.41,86896412.68,1.1965,2,16,129408.79,28,118828.03,4.0,0.9711,TX,South
ACB-BR048,2025-06,101778959.63,86896412.68,1.1713,0,30,128901.9,28,116318.81,4.4,0.9252,TX,South
ACB-BR048,2025-07,84897444.97,86896412.68,0.977,7,24,154275.96,28,97025.65,3.5,0.9563,TX,South
ACB-BR048,2025-08,68375145.91,86896412.68,0.7869,0,25,129527.04,28,78143.02,3.6,0.8902,TX,South
ACB-BR048,2025-09,74466342.32,86896412.68,0.857,9,1,123861.51,28,85104.39,4.1,0.8598,TX,South
ACB-BR048,2025-10,77505476.6,86896412.68,0.8919,3,10,140103.25,28,88577.69,4.0,0.9008,TX,South
ACB-BR048,2025-11,81536011.12,86896412.68,0.9383,1,22,154890.8,28,93184.01,3.6,0.9251,TX,South
ACB-BR048,2025-12,99919804.36,86896412.68,1.1499,8,46,193319.07,28,114194.06,4.4,0.928,TX,South
ACB-BR048,2026-01,90494717.93,86896412.68,1.0414,0,19,129327.18,28,103422.53,4.2,0.6228,TX,South
ACB-BR048,2026-02,100928023.57,86896412.68,1.1615,11,7,171878.24,28,115346.31,4.1,0.8745,TX,South
ACB-BR048,2026-03,84357774.59,86896412.68,0.9708,3,21,186876.33,28,96408.89,4.1,0.8104,TX,South
ACB-BR049,2024-04,31060342.88,34672210.11,0.8958,29,38,170932.13,26,38228.11,4.0,0.8195,TX,South
ACB-BR049,2024-05,38071460.5,34672210.11,1.098,26,33,139875.4,26,46857.18,4.5,0.9718,TX,South
ACB-BR049,2024-06,38494386.46,34672210.11,1.1102,22,52,130678.42,26,47377.71,4.3,0.9597,TX,South
ACB-BR049,2024-07,38886503.44,34672210.11,1.1215,23,39,122973.46,26,47860.31,4.3,0.9259,TX,South
ACB-BR049,2024-08,31469376.48,34672210.11,0.9076,31,37,144407.18,26,38731.54,3.5,0.9531,TX,South
ACB-BR049,2024-09,32569714.53,34672210.11,0.9394,29,39,159287.18,26,40085.8,4.1,0.9639,TX,South
ACB-BR049,2024-10,32214888.45,34672210.11,0.9291,32,51,153068.78,26,39649.09,3.8,0.9391,TX,South
ACB-BR049,2024-11,38356740.5,34672210.11,1.1063,27,25,112190.68,26,47208.3,4.0,0.8771,TX,South
ACB-BR049,2024-12,38851311.07,34672210.11,1.1205,26,32,126534.79,26,47817.0,4.6,0.9877,TX,South
ACB-BR049,2025-01,37330340.01,34672210.11,1.0767,29,23,146003.88,26,45945.03,3.9,0.9612,TX,South
ACB-BR049,2025-02,31728466.53,34672210.11,0.9151,30,28,123560.82,26,39050.42,3.9,0.9277,TX,South
ACB-BR049,2025-03,36680720.75,34672210.11,1.0579,30,25,144136.34,26,45145.5,4.1,0.9918,TX,South
ACB-BR049,2025-04,35727031.63,34672210.11,1.0304,26,42,146747.39,26,43971.73,4.0,0.8395,TX,South
ACB-BR049,2025-05,31230742.97,34672210.11,0.9007,31,38,134708.86,26,38437.84,4.0,0.8896,TX,South
ACB-BR049,2025-06,40356454.13,34672210.11,1.1639,31,37,143050.96,26,49669.48,3.9,0.8545,TX,South
ACB-BR049,2025-07,28600860.65,34672210.11,0.8249,23,31,141531.25,26,35201.06,,0.9407,TX,South
ACB-BR049,2025-08,30215454.32,34672210.11,0.8715,30,43,148812.15,26,37188.25,4.1,0.9648,TX,South
ACB-BR049,2025-09,28904166.26,34672210.11,0.8336,25,38,171965.66,26,35574.36,3.2,0.8544,TX,South
ACB-BR049,2025-10,28615394.84,34672210.11,0.8253,26,21,142755.68,26,35218.95,3.5,0.9649,TX,South
ACB-BR049,2025-11,37123617.14,34672210.11,1.0707,27,21,164979.9,26,45690.61,4.0,0.9116,TX,South
ACB-BR049,2025-12,36306663.06,34672210.11,1.0471,31,42,150451.51,26,44685.12,4.7,0.9154,TX,South
ACB-BR049,2026-01,37962621.46,34672210.11,1.0949,26,37,135695.25,26,46723.23,3.8,0.6448,TX,South
ACB-BR049,2026-02,38599736.8,34672210.11,1.1133,23,29,122253.44,26,47507.37,4.6,0.9436,TX,South
