customer_id,cluster,cluster_label
ACB-C006992,1,Stable Core Customer
ACB-C006993,3,High Risk / Low Engagement
ACB-C006994,0,Premium / Multi-Product
ACB-C006995,1,Stable Core Customer
ACB-C006996,1,Stable Core Customer
ACB-C006997,1,Stable Core Customer
ACB-C006998,0,Premium / Multi-Product
ACB-C006999,3,High Risk / Low Engagement
ACB-C007000,0,Premium / Multi-Product
ACB-C007001,0,Premium / Multi-Product
ACB-C007002,0,Premium / Multi-Product
ACB-C007003,1,Stable Core Customer
ACB-C007004,3,High Risk / Low Engagement
ACB-C007005,0,Premium / Multi-Product
ACB-C007006,0,Premium / Multi-Product
ACB-C007007,1,Stable Core Customer
ACB-C007008,1,Stable Core Customer
ACB-C007009,3,High Risk / Low Engagement
ACB-C007010,0,Premium / Multi-Product
ACB-C007011,2,Developing / Building Credit
ACB-C007012,0,Premium / Multi-Product
ACB-C007013,1,Stable Core Customer
ACB-C007014,3,High Risk / Low Engagement
ACB-C007015,0,Premium / Multi-Product
ACB-C007016,0,Premium / Multi-Product
ACB-C007017,0,Premium / Multi-Product
ACB-C007018,3,High Risk / Low Engagement
ACB-C007019,2,Developing / Building Credit
ACB-C007020,0,Premium / Multi-Product
ACB-C007021,3,High Risk / Low Engagement
ACB-C007022,1,Stable Core Customer
ACB-C007023,0,Premium / Multi-Product
ACB-C007024,0,Premium / Multi-Product
ACB-C007025,1,Stable Core Customer
ACB-C007026,0,Premium / Multi-Product
ACB-C007027,0,Premium / Multi-Product
ACB-C007028,1,Stable Core Customer
ACB-C007029,3,High Risk / Low Engagement
ACB-C007030,2,Developing / Building Credit
ACB-C007031,0,Premium / Multi-Product
ACB-C007032,1,Stable Core Customer
ACB-C007033,3,High Risk / Low Engagement
ACB-C007034,0,Premium / Multi-Product
ACB-C007035,0,Premium / Multi-Product
ACB-C007036,3,High Risk / Low Engagement
ACB-C007037,3,High Risk / Low Engagement
ACB-C007038,3,High Risk / Low Engagement
ACB-C007039,0,Premium / Multi-Product
ACB-C007040,3,High Risk / Low Engagement
ACB-C007041,1,Stable Core Customer
ACB-C007042,3,High Risk / Low Engagement
ACB-C007043,3,High Risk / Low Engagement
ACB-C007044,3,High Risk / Low Engagement
ACB-C007045,0,Premium / Multi-Product
ACB-C007046,1,Stable Core Customer
ACB-C007047,0,Premium / Multi-Product
ACB-C007048,0,Premium / Multi-Product
ACB-C007049,0,Premium / Multi-Product
ACB-C007050,0,Premium / Multi-Product
ACB-C007051,0,Premium / Multi-Product
ACB-C007052,0,Premium / Multi-Product
ACB-C007053,3,High Risk / Low Engagement
ACB-C007054,1,Stable Core Customer
ACB-C007055,3,High Risk / Low Engagement
ACB-C007056,0,Premium / Multi-Product
ACB-C007057,3,High Risk / Low Engagement
ACB-C007058,0,Premium / Multi-Product
ACB-C007059,3,High Risk / Low Engagement
ACB-C007060,0,Premium / Multi-Product
ACB-C007061,3,High Risk / Low Engagement
ACB-C007062,0,Premium / Multi-Product
ACB-C007063,1,Stable Core Customer
ACB-C007064,0,Premium / Multi-Product
ACB-C007065,3,High Risk / Low Engagement
ACB-C007066,3,High Risk / Low Engagement
ACB-C007067,1,Stable Core Customer
ACB-C007068,1,Stable Core Customer
ACB-C007069,1,Stable Core Customer
ACB-C007070,1,Stable Core Customer
ACB-C007071,1,Stable Core Customer
ACB-C007072,1,Stable Core Customer
ACB-C007073,1,Stable Core Customer
ACB-C007074,3,High Risk / Low Engagement
ACB-C007075,1,Stable Core Customer
ACB-C007076,0,Premium / Multi-Product
ACB-C007077,0,Premium / Multi-Product
ACB-C007078,1,Stable Core Customer
ACB-C007079,0,Premium / Multi-Product
ACB-C007080,1,Stable Core Customer
ACB-C007081,0,Premium / Multi-Product
ACB-C007082,0,Premium / Multi-Product
ACB-C007083,3,High Risk / Low Engagement
ACB-C007084,1,Stable Core Customer
ACB-C007085,3,High Risk / Low Engagement
ACB-C007086,0,Premium / Multi-Product
ACB-C007087,0,Premium / Multi-Product
ACB-C007088,1,Stable Core Customer
ACB-C007089,0,Premium / Multi-Product
ACB-C007090,0,Premium / Multi-Product
ACB-C007091,0,Premium / Multi-Product
ACB-C007092,1,Stable Core Customer
ACB-C007093,1,Stable Core Customer
ACB-C007094,0,Premium / Multi-Product
ACB-C007095,0,Premium / Multi-Product
ACB-C007096,0,Premium / Multi-Product
ACB-C007097,3,High Risk / Low Engagement
ACB-C007098,1,Stable Core Customer
ACB-C007099,3,High Risk / Low Engagement
ACB-C007100,3,High Risk / Low Engagement
ACB-C007101,0,Premium / Multi-Product
ACB-C007102,0,Premium / Multi-Product
ACB-C007103,1,Stable Core Customer
ACB-C007104,3,High Risk / Low Engagement
ACB-C007105,0,Premium / Multi-Product
ACB-C007106,0,Premium / Multi-Product
ACB-C007107,1,Stable Core Customer
ACB-C007108,0,Premium / Multi-Product
ACB-C007109,3,High Risk / Low Engagement
ACB-C007110,0,Premium / Multi-Product
ACB-C007111,1,Stable Core Customer
ACB-C007112,1,Stable Core Customer
ACB-C007113,1,Stable Core Customer
ACB-C007114,3,High Risk / Low Engagement
ACB-C007115,1,Stable Core Customer
ACB-C007116,2,Developing / Building Credit
ACB-C007117,3,High Risk / Low Engagement
ACB-C007118,0,Premium / Multi-Product
ACB-C007119,2,Developing / Building Credit
ACB-C007120,2,Developing / Building Credit
ACB-C007121,1,Stable Core Customer
ACB-C007122,0,Premium / Multi-Product
ACB-C007123,2,Developing / Building Credit
ACB-C007124,1,Stable Core Customer
ACB-C007125,1,Stable Core Customer
ACB-C007126,0,Premium / Multi-Product
ACB-C007127,1,Stable Core Customer
ACB-C007128,2,Developing / Building Credit
ACB-C007129,3,High Risk / Low Engagement
ACB-C007130,3,High Risk / Low Engagement
ACB-C007131,1,Stable Core Customer
ACB-C007132,1,Stable Core Customer
ACB-C007133,0,Premium / Multi-Product
ACB-C007134,0,Premium / Multi-Product
ACB-C007135,0,Premium / Multi-Product
ACB-C007136,3,High Risk / Low Engagement
ACB-C007137,0,Premium / Multi-Product
ACB-C007138,0,Premium / Multi-Product
ACB-C007139,0,Premium / Multi-Product
ACB-C007140,0,Premium / Multi-Product
ACB-C007141,1,Stable Core Customer
ACB-C007142,1,Stable Core Customer
ACB-C007143,1,Stable Core Customer
ACB-C007144,3,High Risk / Low Engagement
ACB-C007145,2,Developing / Building Credit
ACB-C007146,3,High Risk / Low Engagement
ACB-C007147,0,Premium / Multi-Product
ACB-C007148,3,High Risk / Low Engagement
ACB-C007149,3,High Risk / Low Engagement
ACB-C007150,0,Premium / Multi-Product
ACB-C007151,0,Premium / Multi-Product
ACB-C007152,1,Stable Core Customer
ACB-C007153,2,Developing / Building Credit
ACB-C007154,3,High Risk / Low Engagement
ACB-C007155,2,Developing / Building Credit
ACB-C007156,1,Stable Core Customer
ACB-C007157,1,Stable Core Customer
ACB-C007158,1,Stable Core Customer
ACB-C007159,0,Premium / Multi-Product
ACB-C007160,1,Stable Core Customer
ACB-C007161,1,Stable Core Customer
ACB-C007162,0,Premium / Multi-Product
ACB-C007163,3,High Risk / Low Engagement
ACB-C007164,1,Stable Core Customer
ACB-C007165,0,Premium / Multi-Product
ACB-C007166,0,Premium / Multi-Product
ACB-C007167,3,High Risk / Low Engagement
ACB-C007168,1,Stable Core Customer
ACB-C007169,3,High Risk / Low Engagement
ACB-C007170,0,Premium / Multi-Product
ACB-C007171,1,Stable Core Customer
ACB-C007172,0,Premium / Multi-Product
ACB-C007173,3,High Risk / Low Engagement
ACB-C007174,3,High Risk / Low Engagement
ACB-C007175,1,Stable Core Customer
ACB-C007176,0,Premium / Multi-Product
ACB-C007177,0,Premium / Multi-Product
ACB-C007178,0,Premium / Multi-Product
ACB-C007179,3,High Risk / Low Engagement
ACB-C007180,1,Stable Core Customer
ACB-C007181,0,Premium / Multi-Product
ACB-C007182,0,Premium / Multi-Product
ACB-C007183,3,High Risk / Low Engagement
ACB-C007184,1,Stable Core Customer
ACB-C007185,1,Stable Core Customer
ACB-C007186,0,Premium / Multi-Product
ACB-C007187,0,Premium / Multi-Product
ACB-C007188,0,Premium / Multi-Product
ACB-C007189,0,Premium / Multi-Product
ACB-C007190,3,High Risk / Low Engagement
ACB-C007191,1,Stable Core Customer
ACB-C007192,0,Premium / Multi-Product
ACB-C007193,1,Stable Core Customer
ACB-C007194,1,Stable Core Customer
ACB-C007195,1,Stable Core Customer
ACB-C007196,0,Premium / Multi-Product
ACB-C007197,0,Premium / Multi-Product
ACB-C007198,3,High Risk / Low Engagement
ACB-C007199,0,Premium / Multi-Product
ACB-C007200,0,Premium / Multi-Product
ACB-C007201,0,Premium / Multi-Product
ACB-C007202,1,Stable Core Customer
ACB-C007203,1,Stable Core Customer
ACB-C007204,2,Developing / Building Credit
ACB-C007205,0,Premium / Multi-Product
ACB-C007206,3,High Risk / Low Engagement
ACB-C007207,0,Premium / Multi-Product
ACB-C007208,1,Stable Core Customer
ACB-C007209,0,Premium / Multi-Product
ACB-C007210,0,Premium / Multi-Product
ACB-C007211,3,High Risk / Low Engagement
ACB-C007212,1,Stable Core Customer
ACB-C007213,0,Premium / Multi-Product
ACB-C007214,3,High Risk / Low Engagement
ACB-C007215,0,Premium / Multi-Product
ACB-C007216,1,Stable Core Customer
ACB-C007217,0,Premium / Multi-Product
ACB-C007218,0,Premium / Multi-Product
ACB-C007219,0,Premium / Multi-Product
ACB-C007220,0,Premium / Multi-Product
ACB-C007221,1,Stable Core Customer
ACB-C007222,0,Premium / Multi-Product
ACB-C007223,1,Stable Core Customer
ACB-C007224,1,Stable Core Customer
ACB-C007225,1,Stable Core Customer
ACB-C007226,3,High Risk / Low Engagement
ACB-C007227,0,Premium / Multi-Product
ACB-C007228,3,High Risk / Low Engagement
ACB-C007229,1,Stable Core Customer
ACB-C007230,3,High Risk / Low Engagement
ACB-C007231,1,Stable Core Customer
ACB-C007232,3,High Risk / Low Engagement
ACB-C007233,0,Premium / Multi-Product
ACB-C007234,3,High Risk / Low Engagement
ACB-C007235,3,High Risk / Low Engagement
ACB-C007236,1,Stable Core Customer
ACB-C007237,2,Developing / Building Credit
ACB-C007238,3,High Risk / Low Engagement
ACB-C007239,3,High Risk / Low Engagement
ACB-C007240,0,Premium / Multi-Product
ACB-C007241,2,Developing / Building Credit
ACB-C007242,0,Premium / Multi-Product
ACB-C007243,3,High Risk / Low Engagement
ACB-C007244,0,Premium / Multi-Product
ACB-C007245,0,Premium / Multi-Product
ACB-C007246,1,Stable Core Customer
ACB-C007247,0,Premium / Multi-Product
ACB-C007248,1,Stable Core Customer
ACB-C007249,3,High Risk / Low Engagement
ACB-C007250,1,Stable Core Customer
ACB-C007251,0,Premium / Multi-Product
ACB-C007252,3,High Risk / Low Engagement
ACB-C007253,0,Premium / Multi-Product
ACB-C007254,3,High Risk / Low Engagement
ACB-C007255,3,High Risk / Low Engagement
ACB-C007256,3,High Risk / Low Engagement
ACB-C007257,0,Premium / Multi-Product
ACB-C007258,1,Stable Core Customer
ACB-C007259,0,Premium / Multi-Product
ACB-C007260,0,Premium / Multi-Product
ACB-C007261,1,Stable Core Customer
ACB-C007262,3,High Risk / Low Engagement
ACB-C007263,1,Stable Core Customer
ACB-C007264,0,Premium / Multi-Product
ACB-C007265,0,Premium / Multi-Product
ACB-C007266,0,Premium / Multi-Product
ACB-C007267,0,Premium / Multi-Product
ACB-C007268,1,Stable Core Customer
ACB-C007269,0,Premium / Multi-Product
ACB-C007270,1,Stable Core Customer
ACB-C007271,0,Premium / Multi-Product
ACB-C007272,0,Premium / Multi-Product
ACB-C007273,3,High Risk / Low Engagement
ACB-C007274,3,High Risk / Low Engagement
ACB-C007275,0,Premium / Multi-Product
ACB-C007276,0,Premium / Multi-Product
ACB-C007277,3,High Risk / Low Engagement
ACB-C007278,1,Stable Core Customer
ACB-C007279,1,Stable Core Customer
ACB-C007280,1,Stable Core Customer
ACB-C007281,3,High Risk / Low Engagement
ACB-C007282,3,High Risk / Low Engagement
ACB-C007283,0,Premium / Multi-Product
ACB-C007284,0,Premium / Multi-Product
ACB-C007285,0,Premium / Multi-Product
ACB-C007286,3,High Risk / Low Engagement
ACB-C007287,3,High Risk / Low Engagement
ACB-C007288,0,Premium / Multi-Product
ACB-C007289,3,High Risk / Low Engagement
ACB-C007290,1,Stable Core Customer
ACB-C007291,1,Stable Core Customer
ACB-C007292,0,Premium / Multi-Product
ACB-C007293,1,Stable Core Customer
ACB-C007294,1,Stable Core Customer
ACB-C007295,3,High Risk / Low Engagement
ACB-C007296,0,Premium / Multi-Product
ACB-C007297,3,High Risk / Low Engagement
ACB-C007298,1,Stable Core Customer
ACB-C007299,1,Stable Core Customer
ACB-C007300,0,Premium / Multi-Product
ACB-C007301,0,Premium / Multi-Product
ACB-C007302,0,Premium / Multi-Product
ACB-C007303,3,High Risk / Low Engagement
ACB-C007304,0,Premium / Multi-Product
ACB-C007305,3,High Risk / Low Engagement
ACB-C007306,1,Stable Core Customer
ACB-C007307,2,Developing / Building Credit
ACB-C007308,0,Premium / Multi-Product
ACB-C007309,2,Developing / Building Credit
ACB-C007310,0,Premium / Multi-Product
ACB-C007311,3,High Risk / Low Engagement
ACB-C007312,3,High Risk / Low Engagement
ACB-C007313,0,Premium / Multi-Product
ACB-C007314,3,High Risk / Low Engagement
ACB-C007315,2,Developing / Building Credit
ACB-C007316,0,Premium / Multi-Product
ACB-C007317,0,Premium / Multi-Product
ACB-C007318,0,Premium / Multi-Product
ACB-C007319,1,Stable Core Customer
ACB-C007320,0,Premium / Multi-Product
ACB-C007321,1,Stable Core Customer
ACB-C007322,2,Developing / Building Credit
ACB-C007323,0,Premium / Multi-Product
ACB-C007324,3,High Risk / Low Engagement
ACB-C007325,3,High Risk / Low Engagement
ACB-C007326,3,High Risk / Low Engagement
ACB-C007327,3,High Risk / Low Engagement
ACB-C007328,3,High Risk / Low Engagement
ACB-C007329,0,Premium / Multi-Product
ACB-C007330,0,Premium / Multi-Product
ACB-C007331,3,High Risk / Low Engagement
ACB-C007332,0,Premium / Multi-Product
ACB-C007333,0,Premium / Multi-Product
ACB-C007334,0,Premium / Multi-Product
ACB-C007335,2,Developing / Building Credit
ACB-C007336,2,Developing / Building Credit
ACB-C007337,0,Premium / Multi-Product
ACB-C007338,1,Stable Core Customer
ACB-C007339,1,Stable Core Customer
ACB-C007340,0,Premium / Multi-Product
ACB-C007341,0,Premium / Multi-Product
ACB-C007342,3,High Risk / Low Engagement
ACB-C007343,0,Premium / Multi-Product
ACB-C007344,0,Premium / Multi-Product
ACB-C007345,3,High Risk / Low Engagement
ACB-C007346,0,Premium / Multi-Product
ACB-C007347,3,High Risk / Low Engagement
ACB-C007348,3,High Risk / Low Engagement
ACB-C007349,3,High Risk / Low Engagement
ACB-C007350,1,Stable Core Customer
ACB-C007351,1,Stable Core Customer
ACB-C007352,0,Premium / Multi-Product
ACB-C007353,3,High Risk / Low Engagement
ACB-C007354,3,High Risk / Low Engagement
ACB-C007355,3,High Risk / Low Engagement
ACB-C007356,1,Stable Core Customer
ACB-C007357,0,Premium / Multi-Product
ACB-C007358,1,Stable Core Customer
ACB-C007359,2,Developing / Building Credit
ACB-C007360,1,Stable Core Customer
ACB-C007361,0,Premium / Multi-Product
ACB-C007362,0,Premium / Multi-Product
ACB-C007363,3,High Risk / Low Engagement
ACB-C007364,0,Premium / Multi-Product
ACB-C007365,3,High Risk / Low Engagement
ACB-C007366,0,Premium / Multi-Product
ACB-C007367,3,High Risk / Low Engagement
ACB-C007368,0,Premium / Multi-Product
ACB-C007369,0,Premium / Multi-Product
ACB-C007370,3,High Risk / Low Engagement
ACB-C007371,1,Stable Core Customer
ACB-C007372,2,Developing / Building Credit
ACB-C007373,3,High Risk / Low Engagement
ACB-C007374,3,High Risk / Low Engagement
ACB-C007375,1,Stable Core Customer
ACB-C007376,3,High Risk / Low Engagement
ACB-C007377,0,Premium / Multi-Product
ACB-C007378,0,Premium / Multi-Product
ACB-C007379,0,Premium / Multi-Product
ACB-C007380,1,Stable Core Customer
ACB-C007381,0,Premium / Multi-Product
ACB-C007382,1,Stable Core Customer
ACB-C007383,0,Premium / Multi-Product
ACB-C007384,0,Premium / Multi-Product
ACB-C007385,0,Premium / Multi-Product
ACB-C007386,1,Stable Core Customer
ACB-C007387,1,Stable Core Customer
ACB-C007388,3,High Risk / Low Engagement
ACB-C007389,0,Premium / Multi-Product
ACB-C007390,0,Premium / Multi-Product
ACB-C007391,1,Stable Core Customer
ACB-C007392,3,High Risk / Low Engagement
ACB-C007393,1,Stable Core Customer
ACB-C007394,1,Stable Core Customer
ACB-C007395,3,High Risk / Low Engagement
ACB-C007396,1,Stable Core Customer
ACB-C007397,0,Premium / Multi-Product
ACB-C007398,3,High Risk / Low Engagement
ACB-C007399,2,Developing / Building Credit
ACB-C007400,0,Premium / Multi-Product
ACB-C007401,0,Premium / Multi-Product
ACB-C007402,0,Premium / Multi-Product
ACB-C007403,0,Premium / Multi-Product
ACB-C007404,0,Premium / Multi-Product
ACB-C007405,0,Premium / Multi-Product
ACB-C007406,1,Stable Core Customer
ACB-C007407,3,High Risk / Low Engagement
ACB-C007408,3,High Risk / Low Engagement
ACB-C007409,0,Premium / Multi-Product
ACB-C007410,0,Premium / Multi-Product
ACB-C007411,0,Premium / Multi-Product
ACB-C007412,0,Premium / Multi-Product
ACB-C007413,3,High Risk / Low Engagement
ACB-C007414,3,High Risk / Low Engagement
ACB-C007415,2,Developing / Building Credit
ACB-C007416,0,Premium / Multi-Product
ACB-C007417,3,High Risk / Low Engagement
ACB-C007418,3,High Risk / Low Engagement
ACB-C007419,3,High Risk / Low Engagement
ACB-C007420,0,Premium / Multi-Product
ACB-C007421,0,Premium / Multi-Product
ACB-C007422,3,High Risk / Low Engagement
ACB-C007423,1,Stable Core Customer
ACB-C007424,1,Stable Core Customer
ACB-C007425,1,Stable Core Customer
ACB-C007426,3,High Risk / Low Engagement
ACB-C007427,1,Stable Core Customer
ACB-C007428,0,Premium / Multi-Product
ACB-C007429,1,Stable Core Customer
ACB-C007430,1,Stable Core Customer
ACB-C007431,0,Premium / Multi-Product
ACB-C007432,3,High Risk / Low Engagement
ACB-C007433,0,Premium / Multi-Product
ACB-C007434,1,Stable Core Customer
ACB-C007435,0,Premium / Multi-Product
ACB-C007436,0,Premium / Multi-Product
ACB-C007437,0,Premium / Multi-Product
ACB-C007438,2,Developing / Building Credit
ACB-C007439,0,Premium / Multi-Product
ACB-C007440,1,Stable Core Customer
ACB-C007441,1,Stable Core Customer
ACB-C007442,0,Premium / Multi-Product
ACB-C007443,0,Premium / Multi-Product
ACB-C007444,0,Premium / Multi-Product
ACB-C007445,0,Premium / Multi-Product
ACB-C007446,0,Premium / Multi-Product
ACB-C007447,3,High Risk / Low Engagement
ACB-C007448,0,Premium / Multi-Product
ACB-C007449,2,Developing / Building Credit
ACB-C007450,0,Premium / Multi-Product
ACB-C007451,0,Premium / Multi-Product
ACB-C007452,3,High Risk / Low Engagement
ACB-C007453,3,High Risk / Low Engagement
ACB-C007454,3,High Risk / Low Engagement
ACB-C007455,0,Premium / Multi-Product
ACB-C007456,3,High Risk / Low Engagement
ACB-C007457,0,Premium / Multi-Product
ACB-C007458,2,Developing / Building Credit
ACB-C007459,3,High Risk / Low Engagement
ACB-C007460,2,Developing / Building Credit
ACB-C007461,0,Premium / Multi-Product
ACB-C007462,0,Premium / Multi-Product
ACB-C007463,3,High Risk / Low Engagement
ACB-C007464,0,Premium / Multi-Product
ACB-C007465,0,Premium / Multi-Product
ACB-C007466,1,Stable Core Customer
ACB-C007467,0,Premium / Multi-Product
ACB-C007468,2,Developing / Building Credit
ACB-C007469,3,High Risk / Low Engagement
ACB-C007470,1,Stable Core Customer
ACB-C007471,3,High Risk / Low Engagement
ACB-C007472,3,High Risk / Low Engagement
ACB-C007473,2,Developing / Building Credit
ACB-C007474,3,High Risk / Low Engagement
ACB-C007475,0,Premium / Multi-Product
ACB-C007476,0,Premium / Multi-Product
ACB-C007477,3,High Risk / Low Engagement
ACB-C007478,1,Stable Core Customer
ACB-C007479,1,Stable Core Customer
ACB-C007480,0,Premium / Multi-Product
ACB-C007481,1,Stable Core Customer
ACB-C007482,3,High Risk / Low Engagement
ACB-C007483,3,High Risk / Low Engagement
ACB-C007484,1,Stable Core Customer
ACB-C007485,0,Premium / Multi-Product
ACB-C007486,0,Premium / Multi-Product
ACB-C007487,0,Premium / Multi-Product
ACB-C007488,3,High Risk / Low Engagement
ACB-C007489,0,Premium / Multi-Product
ACB-C007490,3,High Risk / Low Engagement
ACB-C007491,3,High Risk / Low Engagement
ACB-C007492,0,Premium / Multi-Product
ACB-C007493,3,High Risk / Low Engagement
ACB-C007494,1,Stable Core Customer
ACB-C007495,1,Stable Core Customer
ACB-C007496,1,Stable Core Customer
ACB-C007497,0,Premium / Multi-Product
ACB-C007498,2,Developing / Building Credit
ACB-C007499,0,Premium / Multi-Product
ACB-C007500,0,Premium / Multi-Product
ACB-C007501,3,High Risk / Low Engagement
ACB-C007502,0,Premium / Multi-Product
ACB-C007503,1,Stable Core Customer
ACB-C007504,0,Premium / Multi-Product
ACB-C007505,0,Premium / Multi-Product
ACB-C007506,0,Premium / Multi-Product
ACB-C007507,3,High Risk / Low Engagement
ACB-C007508,0,Premium / Multi-Product
ACB-C007509,0,Premium / Multi-Product
ACB-C007510,1,Stable Core Customer
ACB-C007511,1,Stable Core Customer
ACB-C007512,3,High Risk / Low Engagement
ACB-C007513,3,High Risk / Low Engagement
ACB-C007514,3,High Risk / Low Engagement
ACB-C007515,0,Premium / Multi-Product
ACB-C007516,0,Premium / Multi-Product
ACB-C007517,0,Premium / Multi-Product
ACB-C007518,0,Premium / Multi-Product
ACB-C007519,0,Premium / Multi-Product
ACB-C007520,0,Premium / Multi-Product
ACB-C007521,1,Stable Core Customer
ACB-C007522,0,Premium / Multi-Product
ACB-C007523,1,Stable Core Customer
ACB-C007524,1,Stable Core Customer
ACB-C007525,1,Stable Core Customer
ACB-C007526,0,Premium / Multi-Product
ACB-C007527,0,Premium / Multi-Product
ACB-C007528,0,Premium / Multi-Product
ACB-C007529,0,Premium / Multi-Product
ACB-C007530,1,Stable Core Customer
ACB-C007531,1,Stable Core Customer
ACB-C007532,0,Premium / Multi-Product
ACB-C007533,0,Premium / Multi-Product
ACB-C007534,3,High Risk / Low Engagement
ACB-C007535,0,Premium / Multi-Product
ACB-C007536,1,Stable Core Customer
ACB-C007537,0,Premium / Multi-Product
ACB-C007538,1,Stable Core Customer
ACB-C007539,0,Premium / Multi-Product
ACB-C007540,0,Premium / Multi-Product
ACB-C007541,1,Stable Core Customer
ACB-C007542,1,Stable Core Customer
ACB-C007543,3,High Risk / Low Engagement
ACB-C007544,1,Stable Core Customer
ACB-C007545,1,Stable Core Customer
ACB-C007546,3,High Risk / Low Engagement
ACB-C007547,0,Premium / Multi-Product
ACB-C007548,0,Premium / Multi-Product
ACB-C007549,3,High Risk / Low Engagement
ACB-C007550,0,Premium / Multi-Product
ACB-C007551,1,Stable Core Customer
ACB-C007552,0,Premium / Multi-Product
ACB-C007553,3,High Risk / Low Engagement
ACB-C007554,0,Premium / Multi-Product
ACB-C007555,1,Stable Core Customer
ACB-C007556,0,Premium / Multi-Product
ACB-C007557,0,Premium / Multi-Product
ACB-C007558,0,Premium / Multi-Product
ACB-C007559,0,Premium / Multi-Product
ACB-C007560,1,Stable Core Customer
ACB-C007561,0,Premium / Multi-Product
ACB-C007562,0,Premium / Multi-Product
ACB-C007563,0,Premium / Multi-Product
ACB-C007564,0,Premium / Multi-Product
ACB-C007565,3,High Risk / Low Engagement
ACB-C007566,1,Stable Core Customer
ACB-C007567,3,High Risk / Low Engagement
ACB-C007568,3,High Risk / Low Engagement
ACB-C007569,3,High Risk / Low Engagement
ACB-C007570,3,High Risk / Low Engagement
ACB-C007571,1,Stable Core Customer
ACB-C007572,2,Developing / Building Credit
ACB-C007573,1,Stable Core Customer
ACB-C007574,0,Premium / Multi-Product
ACB-C007575,3,High Risk / Low Engagement
ACB-C007576,1,Stable Core Customer
ACB-C007577,3,High Risk / Low Engagement
ACB-C007578,1,Stable Core Customer
ACB-C007579,0,Premium / Multi-Product
ACB-C007580,0,Premium / Multi-Product
ACB-C007581,3,High Risk / Low Engagement
ACB-C007582,3,High Risk / Low Engagement
ACB-C007583,0,Premium / Multi-Product
ACB-C007584,1,Stable Core Customer
ACB-C007585,0,Premium / Multi-Product
ACB-C007586,0,Premium / Multi-Product
ACB-C007587,1,Stable Core Customer
ACB-C007588,1,Stable Core Customer
ACB-C007589,3,High Risk / Low Engagement
ACB-C007590,2,Developing / Building Credit
ACB-C007591,0,Premium / Multi-Product
ACB-C007592,2,Developing / Building Credit
ACB-C007593,1,Stable Core Customer
ACB-C007594,3,High Risk / Low Engagement
ACB-C007595,3,High Risk / Low Engagement
ACB-C007596,0,Premium / Multi-Product
ACB-C007597,0,Premium / Multi-Product
ACB-C007598,0,Premium / Multi-Product
ACB-C007599,1,Stable Core Customer
ACB-C007600,1,Stable Core Customer
ACB-C007601,1,Stable Core Customer
ACB-C007602,2,Developing / Building Credit
ACB-C007603,0,Premium / Multi-Product
ACB-C007604,3,High Risk / Low Engagement
ACB-C007605,0,Premium / Multi-Product
ACB-C007606,2,Developing / Building Credit
ACB-C007607,3,High Risk / Low Engagement
ACB-C007608,2,Developing / Building Credit
ACB-C007609,0,Premium / Multi-Product
ACB-C007610,3,High Risk / Low Engagement
ACB-C007611,0,Premium / Multi-Product
ACB-C007612,1,Stable Core Customer
ACB-C007613,1,Stable Core Customer
ACB-C007614,1,Stable Core Customer
ACB-C007615,0,Premium / Multi-Product
ACB-C007616,0,Premium / Multi-Product
ACB-C007617,3,High Risk / Low Engagement
ACB-C007618,1,Stable Core Customer
ACB-C007619,0,Premium / Multi-Product
ACB-C007620,3,High Risk / Low Engagement
ACB-C007621,0,Premium / Multi-Product
ACB-C007622,1,Stable Core Customer
ACB-C007623,1,Stable Core Customer
ACB-C007624,3,High Risk / Low Engagement
ACB-C007625,0,Premium / Multi-Product
ACB-C007626,3,High Risk / Low Engagement
ACB-C007627,0,Premium / Multi-Product
ACB-C007628,1,Stable Core Customer
ACB-C007629,0,Premium / Multi-Product
ACB-C007630,0,Premium / Multi-Product
ACB-C007631,0,Premium / Multi-Product
ACB-C007632,1,Stable Core Customer
ACB-C007633,3,High Risk / Low Engagement
ACB-C007634,0,Premium / Multi-Product
ACB-C007635,0,Premium / Multi-Product
ACB-C007636,3,High Risk / Low Engagement
ACB-C007637,0,Premium / Multi-Product
ACB-C007638,0,Premium / Multi-Product
ACB-C007639,1,Stable Core Customer
ACB-C007640,0,Premium / Multi-Product
ACB-C007641,0,Premium / Multi-Product
ACB-C007642,3,High Risk / Low Engagement
ACB-C007643,0,Premium / Multi-Product
ACB-C007644,3,High Risk / Low Engagement
ACB-C007645,0,Premium / Multi-Product
ACB-C007646,0,Premium / Multi-Product
ACB-C007647,2,Developing / Building Credit
ACB-C007648,3,High Risk / Low Engagement
ACB-C007649,1,Stable Core Customer
ACB-C007650,0,Premium / Multi-Product
ACB-C007651,1,Stable Core Customer
ACB-C007652,0,Premium / Multi-Product
ACB-C007653,0,Premium / Multi-Product
ACB-C007654,0,Premium / Multi-Product
ACB-C007655,0,Premium / Multi-Product
ACB-C007656,3,High Risk / Low Engagement
ACB-C007657,0,Premium / Multi-Product
ACB-C007658,3,High Risk / Low Engagement
ACB-C007659,0,Premium / Multi-Product
ACB-C007660,0,Premium / Multi-Product
ACB-C007661,2,Developing / Building Credit
ACB-C007662,3,High Risk / Low Engagement
ACB-C007663,3,High Risk / Low Engagement
ACB-C007664,1,Stable Core Customer
ACB-C007665,3,High Risk / Low Engagement
ACB-C007666,0,Premium / Multi-Product
